2F,2F,1.0,1.0,1.0
2I5,2K2,0.05075189843773842,0.4854249060153961,0.3282369077205658
2I5,2K3,0.6103417277336121,0.5347303748130798,-0.3734000027179718
2I5,2K4,-0.339038610458374,0.4554392099380493,-0.057384900748729706
2I5,2K5,-0.8510863184928894,0.032969001680612564,-1.107848048210144
2I5,2L1,-0.9394419193267822,-0.9475328922271729,-0.164855495095253
2I5,2L2,0.49036160111427307,0.24388329684734344,-0.21539190411567688
2I5,2L3,0.05937210097908974,-0.5174767971038818,-0.3059825897216797
2I5,2M1,0.0,0.5054923892021179,0.06251280009746552
2I5,2M2,0.0,-0.27911651134490967,-0.6234294176101685
2I5,2N,0.0,-0.37729689478874207,-0.5100793838500977
2I5,2O,0.0,0.0,-0.35198819637298584
2K1,2P1,0.0,0.0,-0.234403595328331
2K1,2P2,0.0,0.0,0.16574840247631073
2K1,2P3,0.0,0.0,-0.2686592936515808
2K1,2P4,0.0,0.0,-0.29366761445999146
2K1,2D1,0.0,0.0,-0.38363298773765564
2K1,2D2,0.0,0.0,-0.03339099884033203
2K1,2D3,0.0,0.0,-0.23017969727516174
2K1,2D4,0.0,0.0,-0.3402900993824005
2K1,2D5,0.0,0.0,0.1182280033826828
2K1,2F1,0.0,1.1370699405670166,-0.9752172827720642
2K1,2F2,0.0,-0.09582660347223282,-0.3698388934135437
2K1,2F3,0.0,-0.05802590027451515,0.04976639896631241
2K1,2F4,0.0,-0.4911777079105377,-0.260191410779953
2K1,2F5,0.0,0.44884398579597473,-0.5222898125648499
2K1,2F6,0.0,-0.3898327946662903,-0.355239599943161
2K1,2F7,0.0,0.22832350432872772,-0.11653299629688263
2K1,2G1,0.0,0.38029998540878296,0.08627770096063614
2K1,2G2,0.0,-0.5109522938728333,0.12316349893808365
2K1,2G3,0.0,0.0,0.4745276868343353
2K1,2G4,0.0,-0.30811581015586853,-0.28615930676460266
2K1,2G5,0.0,-0.5330479145050049,0.272891104221344
2K1,2G6,0.0,0.5146713256835938,0.20024730265140533
2K1,2H1,0.4364357888698578,0.05055009946227074,0.36667269468307495
2K1,2H2,0.4092085063457489,-0.05213620141148567,-0.6618105173110962
2K1,2H3,-0.30860671401023865,-0.03574429824948311,-0.25927668809890747
2K1,2H4,-0.12338099628686905,-0.5244647264480591,-0.12698209285736084
2K1,2H5,0.937614381313324,0.5267056226730347,-0.5120304822921753
2K1,2H6,-0.2277994006872177,0.8644912838935852,0.2274118959903717
2K1,2H7,-1.0108619928359985,0.22079439461231232,-0.48023301362991333
2K1,2I1,-0.2474357932806015,-0.4666183888912201,0.4690493047237396
2K1,2I2,0.37115371227264404,-0.570311427116394,0.0
2K1,2I3,-0.3035714030265808,0.7633063793182373,0.47391000390052795
2K1,2I4,-0.224754199385643,0.5167366862297058,0.2736121118068695
2K1,2I5,1.0339970588684082,-0.10195700079202652,0.18769629299640656
2K1,2K1,0.6642132997512817,-0.4350084960460663,-0.037553999572992325
2K1,2K2,0.47890138626098633,0.14659060537815094,0.5548248887062073
2K1,2K3,-0.18820179998874664,0.4651738107204437,0.5860816240310669
2K1,2K4,-1.1047940254211426,0.26900550723075867,0.33487668633461
2K1,2K5,0.15644720196723938,-0.8871902823448181,0.9019336104393005
2K1,2L1,0.18034830689430237,0.7638142108917236,0.5707713961601257
2K1,2L2,-0.8156558871269226,0.12794360518455505,0.5162820816040039
2K1,2L3,0.6713358759880066,-0.26253488659858704,0.7209727764129639
2K1,2M1,-1.0700880289077759,0.8856918215751648,-0.9958475828170776
2K1,2M2,0.7034143209457397,0.7745825052261353,-0.6920191049575806
2K1,2N,0.0,-0.3916746973991394,-1.3485980033874512
2K1,2O,0.0,1.3200080394744873,-0.18204370141029358
2K2,2P1,0.0,0.0,0.49472740292549133
2K2,2P2,0.0,0.0,0.38314178586006165
2K2,2P3,0.0,0.0,0.19853879511356354
2K2,2P4,0.0,0.0,0.17576660215854645
2K2,2D1,0.0,0.0,0.19278280436992645
2K2,2D2,0.0,0.0,-0.3402900993824005
2K2,2D3,0.0,0.0,-0.5937709808349609
2K2,2D4,0.0,0.0,-0.3470636010169983
2K2,2D5,0.0,0.0,0.3004539906978607
2K2,2F2,0.0,-0.4911777079105377,-0.260191410779953
2K2,2F3,0.0,0.32075008749961853,-0.2750939130783081
2K2,2F4,0.0,-0.5081713199615479,-0.31753841042518616
2K2,2F5,0.0,-0.2865127921104431,0.1767164021730423
2K2,2F6,0.0,0.05142330005764961,-0.04410360008478165
2K2,2F7,0.0,0.4937207102775574,-0.25609448552131653
2K2,2G1,0.0,0.26755109429359436,-0.8931379914283752
2K2,2G2,0.0,-0.30811581015586853,-0.28615930676460266
2K2,2G3,0.0,0.8408749103546143,-0.33384281396865845
2K2,2G4,0.0,-0.38708510994911194,-0.2689397931098938
2K2,2G5,0.0,0.2354407012462616,-0.1919860988855362
2K2,2G6,0.0,-0.10862550139427185,0.04312629997730255
2K2,2H1,-0.9211323261260986,-0.10668999701738358,-0.7738919258117676
2K2,2H2,-0.12338099628686905,-0.5244647264480591,-0.12698209285736084
2K2,2H3,-0.713371217250824,-0.0826260969042778,-0.5993407964706421
2K2,2H4,-0.0620012991130352,-0.5350062251091003,-0.22789619863033295
2K2,2H5,-0.518285870552063,-0.1708136945962906,0.24147090315818787
2K2,2H6,0.48078858852386475,0.10154739767313004,-0.3088921010494232
2K2,2H7,0.20800189673900604,-0.45774421095848083,-0.2446548044681549
2K2,2I1,-0.9201247096061707,0.8180906176567078,0.32998859882354736
2K2,2I2,-0.9574270844459534,-0.4012291133403778,1.037106990814209
2K2,2I3,-0.0017947000451385975,-0.43772780895233154,-0.3334082067012787
2K2,2I4,-0.5962160229682922,-0.2881554961204529,0.511482298374176
2K2,2I5,-0.05075189843773842,-0.4854249060153961,-0.3282369077205658
2K2,2K1,0.47890138626098633,0.14659060537815094,0.5548248887062073
2K2,2K2,0.5819523930549622,0.08141870051622391,0.5519300103187561
2K2,2K3,0.23992179334163666,-0.12437719851732254,-0.3579516112804413
2K2,2K4,-0.7275993227958679,0.8034104108810425,0.39779868721961975
2K2,2K5,-0.6383754014968872,0.05201350152492523,-0.21469199657440186
2K2,2L1,-0.8156558871269226,0.12794360518455505,0.5162820816040039
2K2,2L2,-0.7924395203590393,0.2443176954984665,0.6053634881973267
2K2,2L3,0.5220186114311218,0.7757411003112793,-0.49066099524497986
2K2,2M1,0.4660409986972809,-0.5844051837921143,0.4337080121040344
2K2,2M2,-1.0604360103607178,0.06868980079889297,-0.039474599063396454
2K2,2N,0.0,0.4592559039592743,-0.4066179096698761
2K2,2O,0.0,0.3979977071285248,1.1526529788970947
2K3,2P1,0.0,0.0,0.3416990041732788
2K3,2P2,0.0,0.0,0.4026961922645569
2K3,2P3,0.0,0.0,-0.42235130071640015
2K3,2P4,0.0,0.0,0.23640809953212738
2K3,2D1,0.0,0.0,-0.2982594072818756
2K3,2D2,0.0,0.0,-0.38940221071243286
2K3,2D3,0.0,0.0,0.5965188145637512
2K3,2D4,0.0,0.0,0.13306370377540588
2K3,2D5,0.0,0.0,0.2391732931137085
2K3,2F2,0.0,0.13968999683856964,0.4228456914424896
2K3,2F3,0.0,-0.563910186290741,-0.4551923871040344
2K3,2F4,0.0,-0.014039400033652782,-0.22948689758777618
2K3,2F5,0.0,-0.6248242259025574,-0.19032549858093262
2K3,2F6,0.0,-0.4439640939235687,0.11467870324850082
2K3,2F7,0.0,-0.26545199751853943,0.2208677977323532
2K3,2G1,0.0,0.10559570044279099,0.039457399398088455
2K3,2G2,0.0,0.5852270722389221,0.6013659834861755
2K3,2G3,0.0,-0.21119150519371033,-0.07891470193862915
2K3,2G4,0.0,-0.37964048981666565,-0.4110889136791229
2K3,2G5,0.0,0.7088823914527893,-0.4635471999645233
2K3,2G6,0.0,0.24008190631866455,0.08971010148525238
2K3,2H1,0.3181043863296509,-0.5548334717750549,0.12576760351657867
2K3,2H2,1.1930370330810547,-0.4763264060020447,-0.5365434288978577
2K3,2H3,0.37488970160484314,-0.6538776159286499,0.14821860194206238
2K3,2H4,-0.6594762802124023,0.16551169753074646,0.20325440168380737
2K3,2H5,0.05694980174303055,-0.11671409755945206,0.5899199843406677
2K3,2H6,-0.10743500292301178,-0.39244720339775085,0.10117039829492569
2K3,2H7,-0.8352981805801392,0.09284699708223343,-0.33511701226234436
2K3,2I1,-0.48092880845069885,0.0474218986928463,-0.37539270520210266
2K3,2I2,0.9618576169013977,-0.09484370052814484,0.7507854104042053
2K3,2I3,0.48591259121894836,0.5749595165252686,0.4721683859825134
2K3,2I4,-0.16832509636878967,-0.08298829942941666,-0.5818586945533752
2K3,2I5,-0.6103417277336121,-0.5347303748130798,0.3734000027179718
2K3,2K1,-0.18820179998874664,0.4651738107204437,0.5860816240310669
2K3,2K2,0.23992179334163666,-0.12437719851732254,-0.3579516112804413
2K3,2K3,-0.2695358097553253,0.9904345870018005,-0.8674237728118896
2K3,2K4,0.06517410278320312,0.02157990075647831,0.4607852101325989
2K3,2K5,-0.6153119802474976,-0.08452879637479782,0.19538560509681702
2K3,2L1,-0.5567306280136108,0.9023966193199158,-0.8809782862663269
2K3,2L2,0.4165428876876831,-0.48857879638671875,0.3443286120891571
2K3,2L3,-0.6302024722099304,-0.4502437114715576,0.27050670981407166
2K3,2M1,-1.386584997177124,0.3874419927597046,0.4174779951572418
2K3,2M2,0.4825381934642792,0.8126670718193054,-0.34000301361083984
2K3,2N,0.0,0.4627380967140198,0.46256569027900696
2K3,2O,0.0,-0.45275938510894775,0.7492859959602356
2K4,2P1,0.0,0.0,-0.09363970160484314
2K4,2P2,0.0,0.0,0.06621330231428146
2K4,2P3,0.0,0.0,0.23358799517154694
2K4,2P4,0.0,0.0,0.3134225904941559
2K4,2D1,0.0,0.0,-0.24520640075206757
2K4,2D2,0.0,0.0,-0.6189320087432861
2K4,2D4,0.0,0.0,0.045044999569654465
2K4,2D5,0.0,0.0,0.08096539974212646
2K4,2F2,0.0,0.5742133855819702,-0.9810945987701416
2K4,2F4,0.0,-0.24238459765911102,0.13742409646511078
2K4,2F5,0.0,0.08722929656505585,0.43186089396476746
2K4,2F6,0.0,0.47205889225006104,-0.25632449984550476
2K4,2F7,0.0,-0.5920314788818359,-0.39839398860931396
2K4,2G1,0.0,-0.6076902747154236,0.486583411693573
2K4,2G2,0.0,-0.1020577996969223,0.45626258850097656
2K4,2G4,0.0,-0.5231171250343323,-0.03736929967999458
2K4,2G5,0.0,0.38105490803718567,-0.732872486114502
2K4,2G6,0.0,-0.47699519991874695,-0.04302249848842621
2K4,2H1,-0.7845649123191833,-0.2280711978673935,0.32107409834861755
2K4,2H2,-0.4904128909111023,-0.25794801115989685,0.45539239048957825
2K4,2H3,0.5547711253166199,0.16127069294452667,-0.22703370451927185
2K4,2H4,0.2957301139831543,0.8297262787818909,-0.37745681405067444
2K4,2H5,-0.5150187015533447,-0.41647928953170776,0.23479719460010529
2K4,2H6,0.5861567258834839,0.713263988494873,-0.6342198848724365
2K4,2H7,-0.7879558205604553,0.0863867998123169,0.25830408930778503
2K4,2I1,-0.3953835070133209,0.5848004221916199,0.37359219789505005
2K4,2I3,-0.3994809091091156,0.05908609926700592,-0.016411500051617622
2K4,2I4,-0.49422940611839294,-0.5266451835632324,-0.8375660181045532
2K4,2I5,0.339038610458374,-0.4554392099380493,0.057384900748729706
2K4,2K1,-1.1047940254211426,0.26900550723075867,0.33487668633461
2K4,2K2,-0.7275993227958679,0.8034104108810425,0.39779868721961975
2K4,2K3,0.06517410278320312,0.02157990075647831,0.4607852101325989
2K4,2K4,1.787466049194336,-0.36682841181755066,-0.8043776750564575
2K4,2K5,0.18822820484638214,-0.5023630261421204,0.4518345892429352
2K4,2L1,1.000162959098816,0.33882251381874084,0.1030644029378891
2K4,2L2,0.4344519078731537,-0.2052038013935089,0.1936870962381363
2K4,2L3,-0.3146387040615082,0.263915091753006,0.32126930356025696
2K4,2M1,-0.2294009029865265,0.22898800671100616,-0.48444798588752747
2K4,2M2,-1.3153949975967407,0.045532699674367905,-0.05079749971628189
2K4,2N,0.0,0.818341076374054,-1.0474560260772705
2K4,2O,0.0,-0.555072009563446,0.027017800137400627
2K5,2P1,0.0,0.0,-0.423283189535141
2K5,2P2,0.0,0.0,0.29930639266967773
2K5,2P3,0.0,0.0,0.2682547867298126
2K5,2P4,0.0,0.0,-0.2580272853374481
2K5,2D1,0.0,0.0,0.16626229882240295
2K5,2D2,0.0,0.0,0.4196670949459076
2K5,2D4,0.0,0.0,0.43777981400489807
2K5,2D5,0.0,0.0,-0.5359153151512146
2K5,2F2,0.0,0.20765100419521332,-0.17809349298477173
2K5,2F4,0.0,-0.37565478682518005,-0.6622654795646667
2K5,2F5,0.0,0.39430558681488037,0.2074165940284729
2K5,2F6,0.0,-0.6995555758476257,0.28866928815841675
2K5,2F7,0.0,0.4886940121650696,-0.0468594990670681
2K5,2G1,0.0,0.86333167552948,0.4570114016532898
2K5,2G2,0.0,-0.612917423248291,-0.22676800191402435
2K5,2G4,0.0,-0.12518809735774994,-0.5375180244445801
2K5,2G5,0.0,0.4407564103603363,0.3191359043121338
2K5,2G6,0.0,-0.702616810798645,0.14365769922733307
2K5,2H1,0.07881099730730057,-0.43815740942955017,-0.26485320925712585
2K5,2H2,1.1823090314865112,-0.31838759779930115,0.21728889644145966
2K5,2H3,-0.055727798491716385,0.30982398986816406,0.18727949261665344
2K5,2H4,0.3119198977947235,0.15173789858818054,0.09172110259532928
2K5,2H5,-0.38095489144325256,0.5530213713645935,-0.056899599730968475
2K5,2H6,0.5347645282745361,-0.034977298229932785,-0.7188541889190674
2K5,2H7,-0.6381285190582275,1.0247440338134766,-0.3109953999519348
2K5,2I1,0.26809000968933105,0.5492594242095947,0.0
2K5,2I3,-0.3224621117115021,-0.13513420522212982,-0.34231239557266235
2K5,2I4,0.5406479835510254,-0.03557699918746948,0.11858049780130386
2K5,2I5,0.8510863184928894,-0.032969001680612564,1.107848048210144
2K5,2K1,0.15644720196723938,-0.8871902823448181,0.9019336104393005
2K5,2K2,-0.6383754014968872,0.05201350152492523,-0.21469199657440186
2K5,2K3,-0.6153119802474976,-0.08452879637479782,0.19538560509681702
2K5,2K4,0.18822820484638214,-0.5023630261421204,0.4518345892429352
2K5,2K5,-0.1582058072090149,0.2128686010837555,0.6367852091789246
2K5,2L1,0.6730529069900513,-0.6538838744163513,-0.4466331899166107
2K5,2L2,-0.5957068204879761,0.51752769947052,-0.4868656098842621
2K5,2L3,-0.16163870692253113,0.5720592737197876,-0.8091412782669067
2K5,2M1,-1.1164699792861938,0.06953790038824081,0.3996199071407318
2K5,2M2,-0.16936220228672028,-0.25780540704727173,0.30171480774879456
2K5,2N,0.0,1.04258394241333,0.5566362738609314
2K5,2O,0.0,0.9534624814987183,-0.3725633919239044
2L1,2D1,0.0,0.0,-0.1826457977294922
2L1,2D2,0.0,0.0,0.42922648787498474
2L1,2D3,0.0,0.0,0.1826457977294922
2L1,2D4,0.0,0.0,-0.04313889890909195
2L1,2D5,0.0,0.0,-0.3618501126766205
2L1,2F1,0.0,0.0,-1.4464809894561768
2L1,2F2,0.0,0.0,-0.060951098799705505
2L1,2F3,0.0,0.0,0.07381539791822433
2L1,2F4,0.0,0.0,0.34917140007019043
2L1,2F5,0.0,0.0,0.26234209537506104
2L1,2F6,0.0,0.0,-0.4649165868759155
2L1,2F7,0.0,0.0,0.02672879956662655
2L1,2G1,0.0,0.224002406001091,-0.5045589804649353
2L1,2G2,0.0,0.45143789052963257,0.07061459869146347
2L1,2G3,0.0,0.448004812002182,-0.08409319818019867
2L1,2G4,0.0,0.4083409011363983,-0.40453121066093445
2L1,2G5,0.0,-0.5205345749855042,-0.3799734115600586
2L1,2G6,0.0,-0.3819679915904999,-0.27882421016693115
2L1,2H1,0.0,0.4012291133403778,-0.43385300040245056
2L1,2H2,0.0,-0.4138180911540985,-0.5593318939208984
2L1,2H3,0.0,-0.28371191024780273,0.3067803978919983
2L1,2H4,0.0,0.19282759726047516,-0.10731949657201767
2L1,2H5,0.0,0.7326818108558655,0.23301640152931213
2L1,2H6,0.0,0.002463799901306629,-0.1198858991265297
2L1,2H7,0.0,0.26145151257514954,-0.5290318131446838
2L1,2I1,0.5890151262283325,0.505337119102478,-0.32042160630226135
2L1,2I2,0.2945075035095215,-0.10106740146875381,-0.6408432722091675
2L1,2I3,-1.1477290391921997,0.4959860146045685,-0.41624000668525696
2L1,2I4,0.3975852131843567,-0.4548032879829407,-0.24031619727611542
2L1,2I5,-0.9394419193267822,-0.9475328922271729,-0.164855495095253
2L1,2K1,-0.18034830689430237,-0.7638142108917236,-0.5707713961601257
2L1,2K2,0.8156558871269226,-0.12794360518455505,-0.5162820816040039
2L1,2K3,0.5567306280136108,-0.9023966193199158,0.8809782862663269
2L1,2K4,-1.000162959098816,-0.33882251381874084,-0.1030644029378891
2L1,2K5,-0.6730529069900513,0.6538838744163513,0.4466331899166107
2L1,2L1,1.2008179426193237,-0.10041739791631699,-0.2671354115009308
2L1,2L2,0.36206018924713135,-0.8780329823493958,-0.5638105273246765
2L1,2L3,-0.33431941270828247,0.8904883861541748,-0.4338429868221283
2L1,2M1,-0.20593859255313873,0.46049270033836365,-1.4213210344314575
2L1,2M2,-0.7310094833374023,0.908103883266449,0.7207416296005249
2L1,2N,1.4832390546798706,-1.0435580015182495,0.556152880191803
2L1,2O,0.0,-0.5903260111808777,1.833135962486267
2L2,2D1,0.0,0.0,-0.49562808871269226
2L2,2D2,0.0,0.0,-0.04313889890909195
2L2,2D3,0.0,0.0,-0.6057677268981934
2L2,2D4,0.0,0.0,0.021678099408745766
2L2,2D5,0.0,0.0,-0.04675799980759621
2L2,2F2,0.0,0.0,0.34917140007019043
2L2,2F3,0.0,0.0,-0.40803009271621704
2L2,2F4,0.0,0.0,0.3416953980922699
2L2,2F5,0.0,0.0,-0.11011839658021927
2L2,2F6,0.0,0.0,0.14017759263515472
2L2,2F7,0.0,0.0,0.2820664942264557
2L2,2G1,0.0,-0.7429320216178894,-0.18593700230121613
2L2,2G2,0.0,0.4083409011363983,-0.40453121066093445
2L2,2G3,0.0,0.0,-1.0226529836654663
2L2,2G4,0.0,0.4787977933883667,-0.39587000012397766
2L2,2G5,0.0,0.1743856966495514,0.26732128858566284
2L2,2G6,0.0,-0.3838922083377838,-0.06004900112748146
2L2,2H1,0.0,-0.8468260169029236,0.9156811833381653
2L2,2H2,0.0,0.19282759726047516,-0.10731949657201767
2L2,2H3,0.0,-0.655824601650238,0.7091494798660278
2L2,2H4,0.0,0.13109929859638214,-0.19260740280151367
2L2,2H5,0.0,-0.4548184871673584,-0.023419000208377838
2L2,2H6,0.0,0.4494327902793884,0.3976167142391205
2L2,2H7,0.0,-0.1865396946668625,0.053169701248407364
2L2,2I1,-0.17759470641613007,0.5586711168289185,1.0627180337905884
2L2,2I2,0.9767709970474243,1.2290760278701782,0.0
2L2,2I3,0.49985501170158386,-0.28442949056625366,0.2928358018398285
2L2,2I4,0.5372241139411926,-0.685641884803772,0.16906879842281342
2L2,2I5,0.49036160111427307,0.24388329684734344,-0.21539190411567688
2L2,2K1,0.8156558871269226,-0.12794360518455505,-0.5162820816040039
2L2,2K2,0.7924395203590393,-0.2443176954984665,-0.6053634881973267
2L2,2K3,-0.4165428876876831,0.48857879638671875,-0.3443286120891571
2L2,2K4,-0.4344519078731537,0.2052038013935089,-0.1936870962381363
2L2,2K5,0.5957068204879761,-0.51752769947052,0.4868656098842621
2L2,2L1,0.36206018924713135,-0.8780329823493958,-0.5638105273246765
2L2,2L2,0.5458263754844666,-0.8976712226867676,-0.6071258783340454
2L2,2L3,-0.7504081726074219,0.056196101009845734,-0.7412487268447876
2L2,2M1,0.31046411395072937,-0.046281300485134125,0.7713801860809326
2L2,2M2,-1.2489769458770752,0.4928464889526367,0.07243719696998596
2L2,2N,-0.4472135901451111,-0.5663607120513916,-1.1738040447235107
2L2,2O,0.0,1.2459299564361572,0.18423709273338318
2L3,2D1,0.0,0.0,0.6441047191619873
2L3,2D2,0.0,0.0,0.05606209859251976
2L3,2D4,0.0,0.0,0.5916177034378052
2L3,2D5,0.0,0.0,-0.05063780024647713
2L3,2F2,0.0,0.0,-0.7164847254753113
2L3,2F4,0.0,0.0,0.21602819859981537
2L3,2F5,0.0,0.0,-0.5442091226577759
2L3,2F6,0.0,0.0,-0.4326561987400055
2L3,2F7,0.0,0.0,-0.48177221417427063
2L3,2G1,0.0,0.0,-0.381534606218338
2L3,2G2,0.0,0.9286702275276184,-0.25921809673309326
2L3,2G4,0.0,-0.2800045907497406,-0.15367990732192993
2L3,2G5,0.0,-0.10198210179805756,-0.20374040305614471
2L3,2G6,0.0,0.22450309991836548,0.5569456219673157
2L3,2H1,0.0,-0.6288638710975647,-0.4026296138763428
2L3,2H2,0.0,1.0465970039367676,0.46245139837265015
2L3,2H3,0.0,0.44467389583587646,0.2847020924091339
2L3,2H4,0.0,0.3511168956756592,0.09959589689970016
2L3,2H5,0.0,-0.15198929607868195,-0.05766579881310463
2L3,2H6,0.0,-0.6796457171440125,-0.6527138948440552
2L3,2H7,0.0,-0.05883039906620979,0.6338300704956055
2L3,2I1,-1.038588047027588,0.45854759216308594,0.0
2L3,2I3,0.4497216045856476,0.16997680068016052,0.8154888153076172
2L3,2I4,0.952038586139679,-0.2610594928264618,0.47082260251045227
2L3,2I5,0.05937210097908974,-0.5174767971038818,-0.3059825897216797
2L3,2K1,-0.6713358759880066,0.26253488659858704,-0.7209727764129639
2L3,2K2,-0.5220186114311218,-0.7757411003112793,0.49066099524497986
2L3,2K3,0.6302024722099304,0.4502437114715576,-0.27050670981407166
2L3,2K4,0.3146387040615082,-0.263915091753006,-0.32126930356025696
2L3,2K5,0.16163870692253113,-0.5720592737197876,0.8091412782669067
2L3,2L1,-0.33431941270828247,0.8904883861541748,-0.4338429868221283
2L3,2L2,-0.7504081726074219,0.056196101009845734,-0.7412487268447876
2L3,2L3,0.31791990995407104,0.6939001083374023,-0.48484858870506287
2L3,2M1,0.06370589882135391,0.3561267852783203,-0.6155484914779663
2L3,2M2,0.62814861536026,-1.6499170064926147,-1.0751490592956543
2L3,2N,-0.7647191286087036,-0.4713154137134552,0.6422923803329468
2L3,2O,0.0,0.7913268208503723,0.6615815758705139
2M1,2F2,0.0,0.0,-0.09112729877233505
2M1,2F3,0.0,0.0,-0.7357379794120789
2M1,2F4,0.0,0.0,0.17401419579982758
2M1,2F5,0.0,0.0,0.08459749817848206
2M1,2F6,0.0,0.0,0.08688650280237198
2M1,2F7,0.0,0.0,0.03996200114488602
2M1,2G1,0.0,0.0,-0.3773030936717987
2M1,2G2,0.0,0.0,-0.09504850208759308
2M1,2G3,0.0,0.0,0.7546061873435974
2M1,2G4,0.0,0.0,-0.047763701528310776
2M1,2G5,0.0,0.0,-0.12177400290966034
2M1,2G6,0.0,0.0,0.053614601492881775
2M1,2H1,0.0,0.37939339876174927,0.6225184202194214
2M1,2H2,0.0,-0.9782431721687317,0.32102519273757935
2M1,2H3,0.0,0.44711950421333313,0.7336449027061462
2M1,2H4,0.0,0.4737097918987274,-0.19065240025520325
2M1,2H5,0.0,-0.8150678873062134,-0.11144860088825226
2M1,2H6,0.0,-0.5707805156707764,0.24082739651203156
2M1,2H7,0.0,0.10035780072212219,0.2530288100242615
2M1,2I1,0.0,-0.4534618854522705,-0.3645094037055969
2M1,2I2,0.0,0.906923770904541,0.7290189266204834
2M1,2I3,0.0,0.6217901110649109,-0.9470232725143433
2M1,2I4,0.0,-0.17004820704460144,0.3645094037055969
2M1,2I5,0.0,-0.5054923892021179,-0.06251280009746552
2M1,2K1,-1.0700880289077759,0.8856918215751648,-0.9958475828170776
2M1,2K2,0.4660409986972809,-0.5844051837921143,0.4337080121040344
2M1,2K3,-1.386584997177124,0.3874419927597046,0.4174779951572418
2M1,2K4,-0.2294009029865265,0.22898800671100616,-0.48444798588752747
2M1,2K5,-1.1164699792861938,0.06953790038824081,0.3996199071407318
2M1,2L1,0.20593859255313873,-0.46049270033836365,1.4213210344314575
2M1,2L2,-0.31046411395072937,0.046281300485134125,-0.7713801860809326
2M1,2L3,-0.06370589882135391,-0.3561267852783203,0.6155484914779663
2M1,2M1,0.0,-1.045652985572815,1.4740890264511108
2M1,2M2,-0.12635819613933563,-0.37874528765678406,0.4360415041446686
2M1,2N,-0.6324555277824402,-1.0187079906463623,0.7842022776603699
2M1,2O,-1.2817389965057373,-0.9566289186477661,0.48022380471229553
2M2,2F2,0.0,0.0,0.5391166806221008
2M2,2F4,0.0,0.0,-0.16254979372024536
2M2,2F5,0.0,0.0,0.4094884991645813
2M2,2F6,0.0,0.0,-0.23987950384616852
2M2,2F7,0.0,0.0,-0.677732527256012
2M2,2G1,0.0,0.0,0.4464310109615326
2M2,2G2,0.0,0.0,1.1621170043945312
2M2,2G4,0.0,0.0,-0.0791207030415535
2M2,2G5,0.0,0.0,0.14408500492572784
2M2,2G6,0.0,0.0,-0.06343760341405869
2M2,2H1,0.0,0.7481740117073059,-0.31567439436912537
2M2,2H2,0.0,0.17537470161914825,0.2515838146209717
2M2,2H3,0.0,-0.5290387868881226,0.2232155054807663
2M2,2H4,0.0,0.5816519856452942,-0.9325746893882751
2M2,2H5,0.0,0.0,-0.6216626763343811
2M2,2H6,0.0,-0.39051228761672974,0.33535030484199524
2M2,2H7,0.0,-0.6902651786804199,0.1568221002817154
2M2,2I1,0.0,0.5365434288978577,-0.9242001175880432
2M2,2I3,0.0,-0.7357118725776672,0.5335872173309326
2M2,2I4,0.0,-0.4426482021808624,-1.0166200399398804
2M2,2I5,0.0,0.27911651134490967,0.6234294176101685
2M2,2K1,0.7034143209457397,0.7745825052261353,-0.6920191049575806
2M2,2K2,-1.0604360103607178,0.06868980079889297,-0.039474599063396454
2M2,2K3,0.4825381934642792,0.8126670718193054,-0.34000301361083984
2M2,2K4,-1.3153949975967407,0.045532699674367905,-0.05079749971628189
2M2,2K5,-0.16936220228672028,-0.25780540704727173,0.30171480774879456
2M2,2L1,0.7310094833374023,-0.908103883266449,-0.7207416296005249
2M2,2L2,1.2489769458770752,-0.4928464889526367,-0.07243719696998596
2M2,2L3,-0.62814861536026,1.6499170064926147,1.0751490592956543
2M2,2M1,-0.12635819613933563,-0.37874528765678406,0.4360415041446686
2M2,2M2,1.2957439422607422,-0.34855130314826965,-0.04913629963994026
2M2,2N,-0.8196011185646057,0.8227007985115051,-0.3092935085296631
2M2,2O,1.5165749788284302,-1.2828179597854614,0.4058631956577301
2N,2G1,0.0,0.0,0.8320503234863281
2N,2G2,0.0,0.0,-0.2794753909111023
2N,2G4,0.0,0.0,0.5898550152778625
2N,2G5,0.0,0.0,0.5370861291885376
2N,2G6,0.0,0.0,0.07882270216941833
2N,2H1,0.0,0.0,-0.7337992787361145
2N,2H2,0.0,0.0,-0.7912240028381348
2N,2H3,0.0,0.0,0.5188745260238647
2N,2H4,0.0,0.0,-0.5082430243492126
2N,2H5,0.0,0.0,0.3941135108470917
2N,2H6,0.0,0.0,-0.5046712756156921
2N,2H7,0.0,0.0,-0.463960200548172
2N,2I1,0.0,-1.0,0.0
2N,2I3,0.0,-0.4330126941204071,0.0
2N,2I4,0.0,-1.0499989986419678,0.0
2N,2I5,0.0,-0.37729689478874207,-0.5100793838500977
2N,2K1,0.0,0.3916746973991394,1.3485980033874512
2N,2K2,0.0,-0.4592559039592743,0.4066179096698761
2N,2K3,0.0,-0.4627380967140198,-0.46256569027900696
2N,2K4,0.0,-0.818341076374054,1.0474560260772705
2N,2K5,0.0,-1.04258394241333,-0.5566362738609314
2N,2L1,1.4832390546798706,-1.0435580015182495,0.556152880191803
2N,2L2,-0.4472135901451111,-0.5663607120513916,-1.1738040447235107
2N,2L3,-0.7647191286087036,-0.4713154137134552,0.6422923803329468
