2F,2F,1.0,1.0,1.0
2F1,2L,0.0,0.0,1.143543004989624
2F2,2P,0.0,-0.31180480122566223,0.0
2F2,2D1,-0.6700593829154968,-0.19561520218849182,0.0
2F2,2D2,0.3499270975589752,-0.45402979850769043,0.0
2F2,2F1,-0.7817360162734985,-0.2842676043510437,0.4974682927131653
2F2,2F2,1.166666030883789,-0.10606060177087784,-0.6060606241226196
2F2,2G1,-0.8748177289962769,-0.7803022265434265,0.11134040355682373
2F2,2G2,-1.1459770202636719,-0.5828139781951904,-0.5609682202339172
2F2,2H1,-0.7200822830200195,-0.43760520219802856,-0.3070440888404846
2F2,2H2,0.4388537108898163,-0.9026709198951721,-0.3958474099636078
2F2,2I,0.0,-0.6021655201911926,0.18181809782981873
2F2,2K,0.0,-0.19165310263633728,-0.7396777868270874
2F2,2L,0.0,0.0,0.12190219759941101
2G1,2P,0.0,-0.6388766169548035,0.0
2G1,2D1,0.13537240028381348,0.07943859696388245,0.36037489771842957
2G1,2D2,-0.318131685256958,0.42315199971199036,-0.5645989775657654
2G1,2F1,-0.8206518292427063,0.4815712869167328,-0.5222328901290894
2G1,2F2,0.8748177289962769,0.7803022265434265,-0.11134040355682373
2G1,2G1,0.10657809674739838,-0.7625840902328491,0.2661544978618622
2G1,2G2,0.6282598972320557,-0.16851480305194855,0.2011454999446869
2G1,2H1,1.1428569555282593,0.17932739853858948,-1.019294023513794
2G1,2H2,0.6094493865966797,0.2942448854446411,0.6928861737251282
2G1,2I,0.5810871720314026,0.31987789273262024,0.6058130860328674
2G1,2K,0.0,-0.7605999708175659,-0.17255550622940063
2G1,2L,0.0,0.448004812002182,-1.0091179609298706
2G2,2P,0.0,-0.34870991110801697,0.0
2G2,2D1,0.4030289053916931,-0.8064774870872498,-0.36313650012016296
2G2,2D2,0.7717416286468506,-0.4347552955150604,-0.7901744246482849
2G2,2F1,-0.16288210451602936,-0.8411201238632202,-0.43852901458740234
2G2,2F2,1.1459770202636719,0.5828139781951904,0.5609682202339172
2G2,2G1,0.6282598972320557,-0.16851480305194855,0.2011454999446869
2G2,2G2,0.1993010938167572,0.9480844736099243,0.04504150152206421
2G2,2H1,0.6237912774085999,-0.6399847269058228,0.34236839413642883
2G2,2H2,-0.20470650494098663,0.24708309769630432,-0.6540570259094238
2G2,2I,1.1710799932479858,-0.20145569741725922,-0.381534606218338
2G2,2K,0.0,1.0219039916992188,-0.24632689356803894
2G2,2L,0.0,0.9028757810592651,0.1412293016910553
2H1,2P,0.0,0.23002180457115173,-0.15430329740047455
2H1,2D1,0.0,-0.8518354296684265,0.6900655031204224
2H1,2D2,0.0,-0.26876750588417053,-0.36037489771842957
2H1,2F1,0.482497900724411,0.5864428877830505,-0.7200822830200195
2H1,2F2,-0.7200822830200195,-0.43760520219802856,-0.3070440888404846
2H1,2G1,-1.1428569555282593,-0.17932739853858948,1.019294023513794
2H1,2G2,-0.6237912774085999,0.6399847269058228,-0.34236839413642883
2H1,2H1,0.3551087975502014,-0.3028377890586853,-0.38718441128730774
2H1,2H2,0.23306860029697418,0.6211299896240234,-0.254120796918869
2H1,2I,1.1126970052719116,1.225039005279541,0.5425608158111572
2H1,2K,0.8728715181350708,0.10110019892454147,0.7333453893661499
2H1,2L,0.0,-0.8024582862854004,0.8677060008049011
2H2,2P,0.0,0.49065330624580383,0.5063697099685669
2H2,2D1,0.0,0.2271282970905304,0.549963116645813
2H2,2D2,0.0,0.434917688369751,-0.46460258960723877
2H2,2F1,1.0292019844055176,-0.7698003053665161,-0.16878989338874817
2H2,2F2,0.4388537108898163,-0.9026709198951721,-0.3958474099636078
2H2,2G1,-0.6094493865966797,-0.2942448854446411,-0.6928861737251282
2H2,2G2,0.20470650494098663,-0.24708309769630432,0.6540570259094238
2H2,2H1,0.23306860029697418,0.6211299896240234,-0.254120796918869
2H2,2H2,0.005463200155645609,0.4950233995914459,-0.005956700071692467
2H2,2I,-0.05216410011053085,-0.3589420020580292,0.8902475833892822
2H2,2K,0.8184170126914978,-0.10427229851484299,-1.3236210346221924
2H2,2L,0.0,0.827636182308197,1.118664026260376
2I,2P,0.0,0.0,-0.9258201122283936
2I,2D1,0.0,0.4331167936325073,0.5111616849899292
2I,2D2,0.0,0.5654696822166443,-0.12320560216903687
2I,2F1,0.0,-0.6276459097862244,-0.8528028130531311
2I,2F2,0.0,0.6021655201911926,-0.18181809782981873
2I,2G1,0.5810871720314026,0.31987789273262024,0.6058130860328674
2I,2G2,1.1710799932479858,-0.20145569741725922,-0.381534606218338
2I,2H1,-1.1126970052719116,-1.225039005279541,-0.5425608158111572
2I,2H2,0.05216410011053085,0.3589420020580292,-0.8902475833892822
2I,2I,0.824223518371582,0.7280967831611633,-0.3565323054790497
2I,2K,0.494871586561203,0.9332367777824402,-0.9380986094474792
2I,2L,1.178030014038086,1.010673999786377,-0.6408432722091675
2K,2P,0.0,0.0,-0.468807190656662
2K,2D1,0.0,0.0,-0.7672659158706665
2K,2D2,0.0,0.0,-0.0667819008231163
2K,2F1,0.0,0.8989331126213074,-0.7709770202636719
2K,2F2,0.0,-0.19165310263633728,-0.7396777868270874
2K,2G1,0.0,0.7605999708175659,0.17255550622940063
2K,2G2,0.0,-1.0219039916992188,0.24632689356803894
2K,2H1,0.8728715181350708,0.10110019892454147,0.7333453893661499
2K,2H2,0.8184170126914978,-0.10427229851484299,-1.3236210346221924
2K,2I,-0.494871586561203,-0.9332367777824402,0.9380986094474792
2K,2K,1.3284260034561157,-0.8700171113014221,-0.07510799914598465
2K,2L,0.36069661378860474,1.527627944946289,1.1415419578552246
2L,2D1,0.0,0.0,-0.3652915954589844
2L,2D2,0.0,0.0,0.8584529757499695
2L,2F1,0.0,0.0,-1.143543004989624
2L,2F2,0.0,0.0,-0.12190219759941101
2L,2G1,0.0,0.448004812002182,-1.0091179609298706
2L,2G2,0.0,0.9028757810592651,0.1412293016910553
2L,2H1,0.0,0.8024582862854004,-0.8677060008049011
2L,2H2,0.0,-0.827636182308197,-1.118664026260376
2L,2I,1.178030014038086,1.010673999786377,-0.6408432722091675
2L,2K,-0.36069661378860474,-1.527627944946289,-1.1415419578552246
2L,2L,2.4016358852386475,-0.20083490014076233,-0.5342708230018616
5S,5D,0.5345224738121033,0.0,0.0
5S,5G,0.0,0.5345224738121033,0.0
5S,5I,0.0,0.0,0.5345224738121033
5D,5S,0.5345224738121033,0.0,0.0
5D,5D,-0.9914600849151611,-0.7063046097755432,0.0
5D,5F,-0.7559288740158081,0.809173583984375,0.0
5D,5G,-0.9476069808006287,0.02780349925160408,0.7207499146461487
5D,5I,0.0,0.8662335872650146,-0.2752408981323242
5F,5D,0.7559288740158081,-0.809173583984375,0.0
5F,5F,0.49999991059303284,0.5,0.49999991059303284
5F,5G,-1.0856200456619263,0.6370589733123779,-0.6908491849899292
5F,5I,0.0,-0.8302975296974182,-1.1281520128250122
5G,5S,0.0,0.5345224738121033,0.0
5G,5D,-0.9476069808006287,0.02780349925160408,0.7207499146461487
5G,5F,1.0856200456619263,-0.6370589733123779,0.6908491849899292
5G,5G,0.037302400916814804,-1.053570032119751,-0.8650022745132446
5G,5I,1.1621739864349365,-1.0396029949188232,0.5300865173339844
5I,5S,0.0,0.0,0.5345224738121033
5I,5D,0.0,0.8662335872650146,-0.2752408981323242
5I,5F,0.0,0.8302975296974182,1.1281520128250122
5I,5G,1.1621739864349365,-1.0396029949188232,0.5300865173339844
5I,5I,-0.44381269812583923,0.6370847225189209,-1.782660961151123
3P1,3P1,-0.4810701906681061,0.0,0.0
3P1,3P2,-0.37416571378707886,0.0,0.0
3P1,3P3,0.17728100717067719,0.0,0.0
3P1,3D1,0.15649209916591644,0.0,0.0
3P1,3D2,0.8475654721260071,0.0,0.0
3P1,3F1,0.5554919838905334,-0.43424808979034424,0.0
3P1,3F2,-0.12344259768724442,0.09649959951639175,0.0
3P1,3F3,0.0,-0.3944053053855896,0.0
3P1,3F4,0.7380797863006592,0.5245304703712463,0.0
3P1,3G1,0.0,0.2857142984867096,0.0
3P1,3G2,0.0,0.44108709692955017,0.0
3P1,3G3,0.0,0.5163977742195129,0.0
3P1,3H1,0.0,0.4140393137931824,-0.2777459919452667
3P1,3H2,0.0,0.32203051447868347,-0.21602460741996765
3P1,3H3,0.0,0.6206328868865967,0.6405125856399536
3P1,3H4,0.0,-0.28729718923568726,0.5188745260238647
3P1,3I1,0.0,0.0,0.4140393137931824
3P1,3I2,0.0,0.0,0.23904569447040558
3P1,3K1,0.0,0.0,-0.5929993987083435
3P1,3K2,0.0,0.0,-0.6112498044967651
3P2,3P1,-0.37416571378707886,0.0,0.0
3P2,3P2,0.08017829805612564,0.0,0.0
3P2,3P3,0.08864050358533859,0.0,0.0
3P2,3D1,0.3390662968158722,0.0,0.0
3P2,3D2,-0.6356741189956665,0.0,0.0
3P2,3F1,-0.49377068877220154,0.38599830865859985,0.0
3P2,3F2,-0.06172129884362221,0.04824979975819588,0.0
3P2,3F3,0.0,0.2958039939403534,0.0
3P2,3F4,0.3690398931503296,0.2622652053833008,0.0
3P2,3G1,0.0,0.6190475821495056,0.0
3P2,3G2,0.0,-0.33081528544425964,0.0
3P2,3G3,0.0,0.25819888710975647,0.0
3P2,3H1,0.0,0.32203051447868347,-0.21602460741996765
3P2,3H2,0.0,-0.06900650262832642,0.04629100114107132
3P2,3H3,0.0,-0.4654746949672699,-0.4803844094276428
3P2,3H4,0.0,-0.14364859461784363,0.2594372034072876
3P2,3I1,0.0,0.0,0.8970851898193359
3P2,3I2,0.0,0.0,0.11952280253171921
3P2,3K1,0.0,0.0,0.44474950432777405
3P2,3K2,0.0,0.0,-0.30562490224838257
3P3,3P1,0.17728100717067719,0.0,0.0
3P3,3P2,0.08864050358533859,0.0,0.0
3P3,3P3,0.7750576138496399,0.0,0.0
3P3,3D1,-0.6055300235748291,0.0,0.0
3P3,3D2,0.4472135901451111,0.0,0.0
3P3,3F1,0.40941300988197327,0.2909572124481201,0.0
3P3,3F2,-0.20470650494098663,-0.1454785019159317,0.0
3P3,3F3,-0.9561827778816223,-0.5308824777603149,0.0
3P3,3F4,-0.11126969754695892,-0.0790759027004242,0.0
3P3,3G1,0.0,0.4020150899887085,0.0
3P3,3G2,0.0,-0.6982120275497437,0.0
3P3,3G3,0.0,0.5449491739273071,0.0
3P3,3H1,0.0,0.4299960136413574,0.3256694972515106
3P3,3H2,0.0,0.2149980068206787,0.16283470392227173
3P3,3H3,0.0,-0.0467820018529892,-0.0482804998755455
3P3,3H4,0.0,0.5630518198013306,0.21232029795646667
3P3,3I1,0.0,0.0,-0.10403130203485489
3P3,3I2,0.0,0.0,-0.5405625104904175
3P3,3K1,0.0,0.0,0.04469899833202362
3P3,3K2,0.0,0.0,0.09214939922094345
3D1,3P1,-0.15649209916591644,0.0,0.0
3D1,3P2,-0.3390662968158722,0.0,0.0
3D1,3P3,0.6055300235748291,0.0,0.0
3D1,3D1,-0.04165799915790558,0.30270200967788696,0.0
3D1,3D2,0.4061172902584076,0.031050000339746475,0.0
3D1,3F1,-0.5901687741279602,0.631738007068634,0.0
3D1,3F2,-0.3196747899055481,0.3421913981437683,0.0
3D1,3F3,0.315869003534317,0.5225452780723572,0.0
3D1,3F4,-0.2940579950809479,-0.2861548066139221,0.0
3D1,3G1,0.4061172902584076,0.043691299855709076,0.0
3D1,3G2,-0.5699688792228699,-0.06131890043616295,-0.5135524868965149
3D1,3G3,0.0,-0.502518892288208,0.279145210981369
3D1,3H1,0.0,0.380952388048172,-0.30860671401023865
3D1,3H2,0.0,0.8253967761993408,-0.668647825717926
3D1,3H3,0.0,0.5353466868400574,0.2897557020187378
3D1,3H4,0.0,0.0,-0.27179139852523804
3D1,3I1,0.0,0.0,0.4325214922428131
3D1,3I2,0.0,0.500120222568512,-0.4086267948150635
3D1,3K1,0.0,0.0,-0.07233849912881851
3D1,3K2,0.0,0.0,0.5965188145637512
3D1,3L,0.0,0.0,-0.5166003704071045
3D2,3P1,-0.8475654721260071,0.0,0.0
3D2,3P2,0.6356741189956665,0.0,0.0
3D2,3P3,-0.4472135901451111,0.0,0.0
3D2,3D1,0.4061172902584076,0.031050000339746475,0.0
3D2,3D2,0.04165799915790558,-0.5648908019065857,0.0
3D2,3F1,0.29965969920158386,0.15552310645580292,0.0
3D2,3F2,0.5993192791938782,0.311046302318573,0.0
3D2,3F3,-0.4665693938732147,-0.030268700793385506,0.0
3D2,3F4,-0.32576438784599304,-0.31700900197029114,0.0
3D2,3G1,-0.366590291261673,-0.5984272956848145,-0.17743639647960663
3D2,3G2,0.5144944190979004,-0.2898367941379547,-0.179106205701828
3D2,3G3,1.0540920495986938,0.4082481861114502,-0.2519763112068176
3D2,3H1,0.0,0.3399670124053955,0.4558422863483429
3D2,3H2,0.0,-0.25497519969940186,-0.3418816924095154
3D2,3H3,0.0,0.03953799977898598,0.49839189648628235
3D2,3H4,0.0,-0.5551766157150269,0.5292006134986877
3D2,3I1,0.0,0.37319090962409973,0.17423899471759796
3D2,3I2,0.0,0.33858299255371094,0.3688555061817169
3D2,3K1,0.0,0.0,0.3873352110385895
3D2,3K2,0.0,0.0,0.6608374118804932
3D2,3L,0.0,0.0,0.09538359940052032
3F1,3P1,0.5554919838905334,-0.43424808979034424,0.0
3F1,3P2,-0.49377068877220154,0.38599830865859985,0.0
3F1,3P3,0.40941300988197327,0.2909572124481201,0.0
3F1,3D1,0.5901687741279602,-0.631738007068634,0.0
3F1,3D2,-0.29965969920158386,-0.15552310645580292,0.0
3F1,3F1,-0.20000000298023224,-0.20000000298023224,-0.20000000298023224
3F1,3F2,-0.6222221851348877,-0.6222221851348877,-0.6222221851348877
3F1,3F3,0.2854495942592621,0.10379979759454727,-0.18164969980716705
3F1,3F4,0.531478226184845,-0.483161985874176,0.13008210062980652
3F1,3G1,-0.8475654721260071,0.49736469984054565,-0.5393599271774292
3F1,3G2,-0.05947620049118996,-0.30713358521461487,-0.16012810170650482
3F1,3G3,0.7659416794776917,0.1797865927219391,-0.34815528988838196
3F1,3H1,0.5014265179634094,0.6094493865966797,-0.7483314275741577
3F1,3H2,-0.4457123875617981,-0.5417327880859375,0.6651834845542908
3F1,3H3,-0.375811904668808,0.2810913026332855,0.06163340061903
3F1,3H4,0.6958683729171753,0.3903599977493286,0.39942970871925354
3F1,3I1,0.0,-0.6482298970222473,-0.8807709813117981
3F1,3I2,0.0,0.7485113739967346,-0.3813849985599518
3F1,3K1,0.0,-0.32824400067329407,0.2815209925174713
3F1,3K2,0.0,0.6766921877861023,0.5462309718132019
3F1,3L,0.0,0.0,-0.4175631105899811
3F1,3M,0.0,0.0,0.8828856945037842
3F2,3P1,-0.12344259768724442,0.09649959951639175,0.0
3F2,3P2,-0.06172129884362221,0.04824979975819588,0.0
3F2,3P3,-0.20470650494098663,-0.1454785019159317,0.0
3F2,3D1,0.3196747899055481,-0.3421913981437683,0.0
3F2,3D2,-0.5993192791938782,-0.311046302318573,0.0
3F2,3F1,-0.6222221851348877,-0.6222221851348877,-0.6222221851348877
3F2,3F2,0.8111110925674438,0.8111110925674438,0.8111110925674438
3F2,3F3,0.5708991885185242,0.2075996994972229,-0.36329948902130127
3F2,3F4,-0.2657391130924225,0.241580992937088,-0.06504099816083908
3F2,3G1,-0.4590980112552643,0.2694058120250702,-0.2921532094478607
3F2,3G2,-0.11895229667425156,-0.6142671704292297,-0.3202562928199768
3F2,3G3,-0.38297080993652344,-0.08989329636096954,0.1740776002407074
3F2,3H1,-0.11142809689044952,-0.13543319702148438,0.16629579663276672
3F2,3H2,-0.05571410059928894,-0.06771659851074219,0.08314789831638336
3F2,3H3,-0.7516236901283264,0.5621827244758606,0.12326669692993164
3F2,3H4,-0.34793418645858765,-0.1951799988746643,-0.199714794754982
3F2,3I1,0.0,-0.35112449526786804,-0.47708430886268616
3F2,3I2,0.0,-0.3742556869983673,0.1906924992799759
3F2,3K1,0.0,-0.6564878821372986,0.5630419850349426
3F2,3K2,0.0,-0.33834609389305115,-0.27311548590660095
3F2,3L,0.0,0.0,-0.8351262211799622
3F2,3M,0.0,0.0,-0.4414427876472473
3F3,3P1,0.0,-0.3944053053855896,0.0
3F3,3P2,0.0,0.2958039939403534,0.0
3F3,3P3,-0.9561827778816223,-0.5308824777603149,0.0
3F3,3D1,-0.315869003534317,-0.5225452780723572,0.0
3F3,3D2,0.4665693938732147,0.030268700793385506,0.0
3F3,3F1,0.2854495942592621,0.10379979759454727,-0.18164969980716705
3F3,3F2,0.5708991885185242,0.2075996994972229,-0.36329948902130127
3F3,3F3,0.5,-0.20707060396671295,0.18181809782981873
3F3,3F4,0.31031641364097595,-0.28210580348968506,0.07595159858465195
3F3,3G1,0.164957195520401,-0.3678379952907562,-0.5248637795448303
3F3,3G2,-0.6366543769836426,-0.04483180120587349,0.06232979893684387
3F3,3G3,0.14907120168209076,-0.5773503184318542,0.745356023311615
3F3,3H1,-0.9108399748802185,-0.5535315871238708,-0.38838350772857666
3F3,3H2,0.6831300258636475,0.41514870524406433,0.2912876009941101
3F3,3H3,0.0,-0.5744268894195557,-0.3238750994205475
3F3,3H4,-0.20314979553222656,-0.22475549578666687,0.23321670293807983
3F3,3I1,0.0,0.41002508997917175,0.08570989966392517
3F3,3I2,0.0,-0.2003083974123001,0.8164966106414795
3F3,3K1,0.0,-0.5749595165252686,-0.41093209385871887
3F3,3K2,0.0,0.39510318636894226,0.31893008947372437
3F3,3L,0.0,0.0,-0.36570650339126587
3F3,3M,0.0,0.0,0.5154942274093628
3F4,3P1,0.7380797863006592,0.5245304703712463,0.0
3F4,3P2,0.3690398931503296,0.2622652053833008,0.0
3F4,3P3,-0.11126969754695892,-0.0790759027004242,0.0
3F4,3D1,0.2940579950809479,0.2861548066139221,0.0
3F4,3D2,0.32576438784599304,0.31700900197029114,0.0
3F4,3F1,0.531478226184845,-0.483161985874176,0.13008210062980652
3F4,3F2,-0.2657391130924225,0.241580992937088,-0.06504099816083908
3F4,3F3,0.31031641364097595,-0.28210580348968506,0.07595159858465195
3F4,3F4,-0.6444444060325623,-0.26262620091438293,0.6604505777359009
3F4,3G1,0.3839170038700104,-0.03604619950056076,-0.432242214679718
3F4,3G2,0.2735505998134613,-0.025683799758553505,-0.30798348784446716
3F4,3G3,0.0,0.6840702891349792,-0.043671298772096634
3F4,3H1,-0.6056755781173706,0.2151843011379242,-0.03476589918136597
3F4,3H2,-0.3028377890586853,0.10759220272302628,-0.017382899299263954
3F4,3H3,0.1571348011493683,0.6846132874488831,0.8091843128204346
3F4,3H4,0.7273929119110107,0.2747497856616974,0.34237051010131836
3F4,3I1,0.0,-0.5194904804229736,0.30689069628715515
3F4,3I2,0.0,-0.07824210077524185,0.4783951938152313
3F4,3K1,0.0,0.13724569976329803,-0.8945947885513306
3F4,3K2,0.0,-0.5658785104751587,-0.6452035903930664
3F4,3L,0.0,0.0,-0.3491837978363037
3F4,3M,0.0,0.0,0.3691529929637909
3G1,3P1,0.0,-0.2857142984867096,0.0
3G1,3P2,0.0,-0.6190475821495056,0.0
3G1,3P3,0.0,-0.4020150899887085,0.0
3G1,3D1,0.4061172902584076,0.043691299855709076,0.0
3G1,3D2,-0.366590291261673,-0.5984272956848145,-0.17743639647960663
3G1,3F1,0.8475654721260071,-0.49736469984054565,0.5393599271774292
3G1,3F2,0.4590980112552643,-0.2694058120250702,0.2921532094478607
3G1,3F3,-0.164957195520401,0.3678379952907562,0.5248637795448303
3G1,3F4,-0.3839170038700104,0.03604619950056076,0.432242214679718
3G1,3G1,0.05861800163984299,-0.15719929337501526,0.46577051281929016
3G1,3G2,0.7239577770233154,0.23831599950790405,0.06321389973163605
3G1,3G3,0.6741998195648193,0.0,-0.37796440720558167
3G1,3H1,0.5111011862754822,0.08019760251045227,-0.4558422863483429
3G1,3H2,1.1073859930038452,0.1737615019083023,-0.9876583218574524
3G1,3H3,-0.5745943784713745,0.13870839774608612,-0.04505240172147751
3G1,3H4,0.0,0.8989331126213074,0.10948970168828964
3G1,3I1,0.0,0.5597863793373108,0.2271798998117447
3G1,3I2,-0.6709817051887512,0.0,0.48092880845069885
3G1,3K1,0.0,-0.3585503101348877,0.8134347200393677
3G1,3K2,0.0,-0.21119150519371033,-0.07891470193862915
3G1,3L,0.0,-0.6335744857788086,-0.317135214805603
3G1,3M,0.0,0.0,0.7546061873435974
3G2,3P1,0.0,-0.44108709692955017,0.0
3G2,3P2,0.0,0.33081528544425964,0.0
3G2,3P3,0.0,0.6982120275497437,0.0
3G2,3D1,-0.5699688792228699,-0.06131890043616295,-0.5135524868965149
3G2,3D2,0.5144944190979004,-0.2898367941379547,-0.179106205701828
3G2,3F1,0.05947620049118996,0.30713358521461487,0.16012810170650482
3G2,3F2,0.11895229667425156,0.6142671704292297,0.3202562928199768
3G2,3F3,0.6366543769836426,0.04483180120587349,-0.06232979893684387
3G2,3F4,-0.2735505998134613,0.025683799758553505,0.30798348784446716
3G2,3G1,0.7239577770233154,0.23831599950790405,0.06321389973163605
3G2,3G2,-0.44158878922462463,0.03113109990954399,-0.3303045928478241
3G2,3G3,0.4163331985473633,-0.301511287689209,0.530457615852356
3G2,3H1,0.7890406250953674,-0.8095238208770752,0.4330655038356781
3G2,3H2,-0.591780424118042,0.6071428060531616,-0.3247990906238556
3G2,3H3,-0.40941300988197327,0.44474950432777405,-0.45342591404914856
3G2,3H4,-0.2211083024740219,0.1200961023569107,0.8668249249458313
3G2,3I1,0.0,-0.13295400142669678,0.5395715236663818
3G2,3I2,0.6374552249908447,1.1514149904251099,-0.6749637722969055
3G2,3K1,0.0,0.5109522938728333,0.27530649304389954
3G2,3K2,0.0,-0.1504793018102646,-0.05622880160808563
3G2,3L,0.0,0.6019172072410583,-0.4236879050731659
3G2,3M,0.0,0.0,0.5376759767532349
3G3,3P1,0.0,-0.5163977742195129,0.0
3G3,3P2,0.0,-0.25819888710975647,0.0
3G3,3P3,0.0,-0.5449491739273071,0.0
3G3,3D1,0.0,-0.502518892288208,0.279145210981369
3G3,3D2,1.0540920495986938,0.4082481861114502,-0.2519763112068176
3G3,3F1,-0.7659416794776917,-0.1797865927219391,0.34815528988838196
3G3,3F2,0.38297080993652344,0.08989329636096954,-0.1740776002407074
3G3,3F3,-0.14907120168209076,0.5773503184318542,-0.745356023311615
3G3,3F4,0.0,-0.6840702891349792,0.043671298772096634
