4D,2D2,3,3,P6,-0.013419769704341888
4F,4F,3,3,ζ,-2.0
4F,4F,3,3,M0,25.666669845581055
4F,4F,3,3,M2,0.6666666269302368
4F,4F,3,3,M4,-1.0606060028076172
4F,4F,3,3,P2,-0.04814815893769264
4F,4F,3,3,P4,-0.026936020702123642
4F,4F,3,3,P6,-0.022662529721856117
4F,2D1,3,3,ζ,-2.7774600982666016
4F,2D1,3,3,M0,-5.184591770172119
4F,2D1,3,3,M2,4.690821170806885
4F,2D1,3,3,M4,3.1421780586242676
4F,2D2,3,3,ζ,0.8864052891731262
4F,2D2,3,3,M0,1.654623031616211
4F,2D2,3,3,M2,6.462698936462402
4F,2D2,3,3,M4,1.2307109832763672
4F,2D2,3,3,P2,-0.09192349016666412
4F,2D2,3,3,P4,0.06362473219633102
4F,2D2,3,3,P6,-0.02556677907705307
2P,2P,3,3,M0,-2.3333330154418945
2P,2P,3,3,M2,-1.5
2P,2P,3,3,M4,3.181818962097168
2P,2P,3,3,P2,0.04814814031124115
2P,2P,3,3,P4,-0.03787878900766373
2P,2P,3,3,P6,0.022662529721856117
2P,2D1,3,3,ζ,2.9580399990081787
2P,2D1,3,3,M0,4.028569221496582
2P,2D1,3,3,M2,-2.8735239505767822
2P,2D1,3,3,M4,0.7299057841300964
2P,2D1,3,3,P2,-0.017216099426150322
2P,2D1,3,3,P4,-0.004268459975719452
2P,2D1,3,3,P6,0.00957666989415884
2P,2D2,3,3,M0,-0.9710081815719604
2P,2D2,3,3,M2,1.0887049436569214
2P,2D2,3,3,M4,3.5041909217834473
2P,2D2,3,3,P2,-0.0539449118077755
2P,2D2,3,3,P4,-0.013374770060181618
2P,2D2,3,3,P6,0.030007509514689445
2D1,2D1,3,3,ζ,-0.14285710453987122
2D1,2D1,3,3,M0,7.504762172698975
2D1,2D1,3,3,M2,-2.2047619819641113
2D1,2D1,3,3,M4,2.6926419734954834
2D1,2D1,3,3,P2,-0.003597900038585067
2D1,2D1,3,3,P4,-0.052789799869060516
2D1,2D1,3,3,P6,0.03237504884600639
2D1,2D2,3,3,ζ,1.6413040161132812
2D1,2D2,3,3,M0,4.540939807891846
2D1,2D2,3,3,M2,-2.962635040283203
2D1,2D2,3,3,M4,-3.853822946548462
2D1,2D2,3,3,P2,-0.005471010226756334
2D1,2D2,3,3,P4,0.007787019945681095
2D1,2D2,3,3,P6,-0.005072189960628748
2D2,2D2,3,3,ζ,-1.3571430444717407
2D2,2D2,3,3,M0,2.395237922668457
2D2,2D2,3,3,M2,-9.116448402404785
2D2,2D2,3,3,M4,-8.231207847595215
2D2,2D2,3,3,P2,0.08470898866653442
2D2,2D2,3,3,P4,-0.0376601405441761
2D2,2D2,3,3,P6,-0.010742619633674622
4D,4D,3,5,ζ,-0.16666670143604279
4D,4D,3,5,M0,1.3222219944000244
4D,4D,3,5,M2,-2.01111102104187
4D,4D,3,5,M4,-2.156564950942993
4D,4D,3,5,P2,-0.01419753022491932
4D,4D,3,5,P4,-0.004769919905811548
4D,4D,3,5,P6,0.0037770899944007397
4D,4F,3,5,M0,-2.79318904876709
4D,4F,3,5,M2,4.189783096313477
4D,4F,3,5,M4,6.98297119140625
4D,2D1,3,5,ζ,0.2357023060321808
4D,2D1,3,5,M0,0.5813987255096436
4D,2D1,3,5,M2,5.845416069030762
4D,2D1,3,5,M4,1.821334958076477
4D,2D1,3,5,P2,-0.10562949627637863
4D,2D1,3,5,P4,0.04602938890457153
4D,2D1,3,5,P6,-0.005341609939932823
4D,2D2,3,5,ζ,-2.7080130577087402
4D,2D2,3,5,M0,-6.679765224456787
4D,2D2,3,5,M2,3.878748893737793
4D,2D2,3,5,M4,5.1499481201171875
4D,2D2,3,5,P2,0.09026709198951721
4D,2D2,3,5,P4,-0.015334620140492916
4D,2D2,3,5,P6,-0.01673739030957222
4D,2F1,3,5,ζ,0.9759001135826111
4D,2F1,3,5,M0,1.821679949760437
4D,2F1,3,5,M2,-0.997586727142334
4D,2F1,3,5,M4,-1.1040480136871338
4D,2F1,3,5,P2,-0.08674666285514832
4D,2F1,3,5,P4,-0.0361444316804409
4D,2F2,3,5,M2,3.4214730262756348
4D,2F2,3,5,M4,5.2372918128967285
4F,4F,3,5,ζ,-1.1666669845581055
4F,4F,3,5,M0,14.972220420837402
4F,4F,3,5,M2,0.3888888955116272
4F,4F,3,5,M4,-0.6186867952346802
4F,4F,3,5,P2,-0.02808642014861107
4F,4F,3,5,P4,-0.01571268029510975
4F,4F,3,5,P6,-0.013219810090959072
4F,4G,3,5,M0,-3.6412808895111084
4F,4G,3,5,M2,-4.707918167114258
4F,4G,3,5,M4,-3.5944690704345703
4F,4G,3,5,P2,-0.031467851251363754
4F,4G,3,5,P4,-0.007801949977874756
4F,4G,3,5,P6,0.017504379153251648
4F,2D1,3,5,ζ,-1.851639986038208
4F,2D1,3,5,M0,-3.456394910812378
4F,2D1,3,5,M2,3.127213954925537
4F,2D1,3,5,M4,2.09478497505188
4F,2D2,3,5,ζ,0.5909367799758911
4F,2D2,3,5,M0,1.1030819416046143
4F,2D2,3,5,M2,4.308465957641602
4F,2D2,3,5,M4,0.8204737901687622
4F,2D2,3,5,P2,-0.06128232926130295
4F,2D2,3,5,P4,0.042416490614414215
4F,2D2,3,5,P6,-0.017044520005583763
4F,2F1,3,5,ζ,0.745356023311615
4F,2F1,3,5,M0,2.7329719066619873
4F,2F1,3,5,M2,0.4969039857387543
4F,2F1,3,5,M4,-0.11293260008096695
4F,2F1,3,5,P2,-0.03588750958442688
4F,2F1,3,5,P4,-0.020076919347047806
4F,2F1,3,5,P6,-0.01689165085554123
4F,2F2,3,5,ζ,0.8740072846412659
4F,2F2,3,5,M0,3.2046940326690674
4F,2F2,3,5,M2,1.668558955192566
4F,2F2,3,5,M4,0.036115869879722595
4F,2F2,3,5,P2,0.016185320913791656
4F,2F2,3,5,P4,0.016185320913791656
4F,2F2,3,5,P6,-0.01980721950531006
4G,4G,3,5,ζ,-2.5
4G,4G,3,5,M0,28.583330154418945
4G,4G,3,5,M2,9.07575511932373
4G,4G,3,5,M4,11.160470008850098
4G,4G,3,5,P2,-0.05092592164874077
4G,4G,3,5,P4,-0.03137433901429176
4G,4G,3,5,P6,-0.033478740602731705
4G,2F1,3,5,ζ,-2.171241044998169
4G,2F1,3,5,M0,-5.066226959228516
4G,2F1,3,5,M2,-2.3247621059417725
4G,2F1,3,5,M4,-2.581960916519165
4G,2F1,3,5,P2,0.13670769333839417
4G,2F1,3,5,P4,0.06645973026752472
4G,2F1,3,5,P6,0.031312789767980576
4G,2F2,3,5,ζ,-1.6201850175857544
4G,2F2,3,5,M0,-3.7804319858551025
4G,2F2,3,5,M2,6.57659387588501
4G,2F2,3,5,M4,9.186999320983887
4G,2F2,3,5,P2,0.04200480133295059
4G,2F2,3,5,P4,-0.012150139547884464
4G,2F2,3,5,P6,-0.0033379599917680025
2D1,2D1,3,5,ζ,0.095238097012043
2D1,2D1,3,5,M0,-5.003173828125
2D1,2D1,3,5,M2,1.4698419570922852
2D1,2D1,3,5,M4,-1.7950949668884277
2D1,2D1,3,5,P2,0.0023986001033335924
2D1,2D1,3,5,P4,0.035193201154470444
2D1,2D1,3,5,P6,-0.02158335968852043
2D1,2D2,3,5,ζ,-1.0942020416259766
2D1,2D2,3,5,M0,-3.0272929668426514
2D1,2D2,3,5,M2,1.9750900268554688
2D1,2D2,3,5,M4,2.5692150592803955
2D1,2D2,3,5,P2,0.0036473399959504604
2D1,2D2,3,5,P4,-0.005191349890083075
2D1,2D2,3,5,P6,0.0033814599737524986
2D1,2F1,3,5,ζ,0.6900656223297119
2D1,2F1,3,5,M0,0.18401730060577393
2D1,2F1,3,5,M2,0.9507567882537842
2D1,2F1,3,5,M4,1.9795809984207153
2D1,2F1,3,5,P2,-0.06133913993835449
2D1,2F1,3,5,P4,-0.025557970628142357
2D1,2F2,3,5,M0,-1.294677972793579
2D1,2F2,3,5,M2,-7.0161051750183105
2D1,2F2,3,5,M4,-8.289384841918945
2D2,2D2,3,5,ζ,0.9047619104385376
2D2,2D2,3,5,M0,-1.5968250036239624
2D2,2D2,3,5,M2,6.077631950378418
2D2,2D2,3,5,M4,5.487472057342529
2D2,2D2,3,5,P2,-0.05647265911102295
2D2,2D2,3,5,P4,0.02510675974190235
2D2,2D2,3,5,P6,0.007161749992519617
2D2,2F1,3,5,ζ,1.3213750123977661
2D2,2F1,3,5,M0,4.052216053009033
2D2,2F1,3,5,M2,3.651798963546753
2D2,2F1,3,5,M4,3.756633996963501
2D2,2F1,3,5,P2,-0.048939790576696396
2D2,2F1,3,5,P4,-0.03195241838693619
2D2,2F1,3,5,P6,-0.038112711161375046
2D2,2F2,3,5,ζ,1.9720269441604614
2D2,2F2,3,5,M0,4.35723876953125
2D2,2F2,3,5,M2,-9.088394165039062
2D2,2F2,3,5,M4,-11.490679740905762
2D2,2F2,3,5,P2,-0.11686079949140549
2D2,2F2,3,5,P4,-0.0015090600354596972
2D2,2F2,3,5,P6,0.040628280490636826
2F1,2F1,3,5,ζ,-1.3333330154418945
2F1,2F1,3,5,M0,3.7777769565582275
2F1,2F1,3,5,M2,0.2222221940755844
2F1,2F1,3,5,M4,0.10101009905338287
2F1,2F1,3,5,P2,-0.12098760157823563
2F1,2F1,3,5,P4,-0.054994359612464905
2F1,2F1,3,5,P6,-0.015108349733054638
2F1,2F2,3,5,ζ,-1.563472032546997
2F1,2F2,3,5,M0,-4.169258117675781
2F1,2F2,3,5,M2,-1.5160939693450928
2F1,2F2,3,5,M4,-1.3351960182189941
2F1,2F2,3,5,P2,0.0926501676440239
2F1,2F2,3,5,P4,0.04642077907919884
2F1,2F2,3,5,P6,0.025768889114260674
2F2,2F2,3,5,ζ,0.6666666865348816
2F2,2F2,3,5,M0,10.111109733581543
2F2,2F2,3,5,M2,4.464644908905029
2F2,2F2,3,5,M4,4.274563789367676
2F2,2F2,3,5,P2,-0.13209879398345947
2F2,2F2,3,5,P4,0.008672580122947693
2F2,2F2,3,5,P6,0.015795089304447174
4D,4D,3,7,ζ,1.0
4D,4D,3,7,M0,-7.933332920074463
4D,4D,3,7,M2,12.066659927368164
4D,4D,3,7,M4,12.939390182495117
4D,4D,3,7,P2,0.08518517762422562
4D,4D,3,7,P4,0.028619520366191864
4D,4D,3,7,P6,-0.022662529721856117
4D,4F,3,7,M0,-2.8685479164123535
4D,4F,3,7,M2,4.302822113037109
4D,4F,3,7,M4,7.171370983123779
4D,2F1,3,7,ζ,2.070197105407715
4D,2F1,3,7,M0,3.8643670082092285
4D,2F1,3,7,M2,-2.1162009239196777
4D,2F1,3,7,M4,-2.3420400619506836
4D,2F1,3,7,P2,-0.18401740491390228
4D,2F1,3,7,P4,-0.07667391002178192
4D,2F2,3,7,M2,7.258039951324463
4D,2F2,3,7,M4,11.109970092773438
4F,4F,3,7,ζ,0.0
4F,4F,3,7,M0,0.0
4F,4F,3,7,M2,0.0
4F,4F,3,7,M4,0.0
4F,4F,3,7,P2,0.0
4F,4F,3,7,P4,0.0
4F,4F,3,7,P6,0.0
4F,4G,3,7,M0,-4.855041027069092
4F,4G,3,7,M2,-6.277225017547607
4F,4G,3,7,M4,-4.7926249504089355
4F,4G,3,7,P2,-0.04195713996887207
4F,4G,3,7,P4,-0.010402600280940533
4F,4G,3,7,P6,0.02333916909992695
4F,2F1,3,7,ζ,0.8660253882408142
4F,2F1,3,7,M0,3.1754260063171387
4F,2F1,3,7,M2,0.5773503184318542
4F,2F1,3,7,M4,-0.131215900182724
4F,2F1,3,7,P2,-0.041697509586811066
4F,2F1,3,7,P4,-0.02332727052271366
4F,2F1,3,7,P6,-0.019626319408416748
4F,2F2,3,7,ζ,1.0155049562454224
4F,2F2,3,7,M0,3.7235169410705566
4F,2F2,3,7,M2,1.9386910200119019
4F,2F2,3,7,M4,0.04196285083889961
4F,2F2,3,7,P2,0.018805639818310738
4F,2F2,3,7,P4,0.018805639818310738
4F,2F2,3,7,P6,-0.02301391027867794
4F,2G1,3,7,ζ,1.0856200456619263
4F,2G1,3,7,M0,2.533113956451416
4F,2G1,3,7,M2,0.4386341869831085
4F,2G1,3,7,M4,1.2909810543060303
4F,2G1,3,7,P2,-0.009381899610161781
4F,2G1,3,7,P4,-0.0023260898888111115
4F,2G1,3,7,P6,0.0052188001573085785
4F,2G2,3,7,ζ,-0.538682222366333
4F,2G2,3,7,M0,-1.2569249868392944
4F,2G2,3,7,M2,2.83705997467041
4F,2G2,3,7,M4,0.3252181112766266
4F,2G2,3,7,P2,-0.03072483092546463
4F,2G2,3,7,P4,0.019044319167733192
4F,2G2,3,7,P6,-0.0065734898671507835
4G,4G,3,7,ζ,-1.3333330154418945
4G,4G,3,7,M0,15.244440078735352
4G,4G,3,7,M2,4.840403079986572
4G,4G,3,7,M4,5.952249050140381
4G,4G,3,7,P2,-0.027160489931702614
4G,4G,3,7,P4,-0.01673297956585884
4G,4G,3,7,P6,-0.017855329439044
4G,2F1,3,7,ζ,-1.4015300273895264
4G,2F1,3,7,M0,-3.270236015319824
4G,2F1,3,7,M2,-1.5006279945373535
4G,2F1,3,7,M4,-1.6666489839553833
4G,2F1,3,7,P2,0.08824443817138672
4G,2F1,3,7,P4,0.04289957135915756
4G,2F1,3,7,P6,0.020212320610880852
4G,2F2,3,7,ζ,-1.0458250045776367
4G,2F2,3,7,M0,-2.440258026123047
4G,2F2,3,7,M2,4.24517297744751
4G,2F2,3,7,M4,5.930182933807373
4G,2F2,3,7,P2,0.027113979682326317
4G,2F2,3,7,P4,-0.007842879742383957
4G,2F2,3,7,P6,-0.002154639922082424
4G,2G1,3,7,ζ,0.3726780116558075
4G,2G1,3,7,M0,1.9627710580825806
4G,2G1,3,7,M2,-2.45741605758667
4G,2G1,3,7,M4,-0.8860083222389221
4G,2G1,3,7,P2,0.003036630107089877
4G,2G1,3,7,P4,-0.01585621014237404
4G,2G1,3,7,P6,0.013052639551460743
4G,2G2,3,7,ζ,-1.220484972000122
4G,2G2,3,7,M0,-6.427886962890625
4G,2G2,3,7,M2,-4.63784122467041
4G,2G2,3,7,M4,-6.40036678314209
4G,2G2,3,7,P2,-0.07322908192873001
4G,2G2,3,7,P4,0.008779119700193405
4G,2G2,3,7,P6,0.016827670857310295
2F1,2F1,3,7,ζ,1.0
2F1,2F1,3,7,M0,-2.8333330154418945
2F1,2F1,3,7,M2,-0.16666670143604279
2F1,2F1,3,7,M4,-0.07575754821300507
2F1,2F1,3,7,P2,0.09074071794748306
2F1,2F1,3,7,P4,0.04124576970934868
2F1,2F1,3,7,P6,0.011331270448863506
2F1,2F2,3,7,ζ,1.172603964805603
2F1,2F2,3,7,M0,3.126944065093994
2F1,2F2,3,7,M2,1.1370699405670166
2F1,2F2,3,7,M4,1.0013970136642456
2F1,2F2,3,7,P2,-0.06948761641979218
2F1,2F2,3,7,P4,-0.034815579652786255
2F1,2F2,3,7,P6,-0.019326670095324516
2F1,2G1,3,7,ζ,0.6267831921577454
2F1,2G1,3,7,M0,-0.41785550117492676
2F1,2G1,3,7,M2,-1.760058045387268
2F1,2G1,3,7,M4,-1.1108269691467285
2F1,2G1,3,7,P2,-0.08821391314268112
2F1,2G1,3,7,P4,-0.031272001564502716
2F1,2G1,3,7,P6,0.01807844080030918
2F1,2G2,3,7,ζ,1.8660500049591064
2F1,2G2,3,7,M0,3.9809060096740723
2F1,2G2,3,7,M2,-2.653938055038452
2F1,2G2,3,7,M4,-3.355118989944458
2F1,2G2,3,7,P2,-0.16587109863758087
2F1,2G2,3,7,P4,-0.06911292672157288
2F2,2F2,3,7,ζ,-0.5
2F2,2F2,3,7,M0,-7.5833330154418945
2F2,2F2,3,7,M2,-3.3484840393066406
2F2,2F2,3,7,M4,-3.205923080444336
2F2,2F2,3,7,P2,0.09907407313585281
2F2,2F2,3,7,P4,-0.006504429969936609
2F2,2F2,3,7,P6,-0.011846319772303104
2F2,2G1,3,7,ζ,-0.9354143738746643
2F2,2G1,3,7,M0,-0.17817409336566925
2F2,2G1,3,7,M2,2.9020779132843018
2F2,2G1,3,7,M4,5.272826194763184
2F2,2G1,3,7,P2,0.0970059186220169
2F2,2G1,3,7,P4,-0.02805956080555916
2F2,2G1,3,7,P6,-0.007708679884672165
2F2,2G2,3,7,M0,2.625765085220337
2F2,2G2,3,7,M2,13.084620475769043
2F2,2G2,3,7,M4,13.441659927368164
2F2,2G2,3,7,P2,0.022691799327731133
2F2,2G2,3,7,P4,0.018753549084067345
2F2,2G2,3,7,P6,-0.024274209514260292
2G1,2G1,3,7,ζ,-0.23809519410133362
2G1,2G1,3,7,M0,12.341270446777344
2G1,2G1,3,7,M2,1.9314579963684082
2G1,2G1,3,7,M4,-2.0618529319763184
2G1,2G1,3,7,P2,-0.06093474105000496
2G1,2G1,3,7,P4,0.023740289732813835
2G1,2G1,3,7,P6,-0.026733940467238426
2G1,2G2,3,7,ζ,0.7797392010688782
2G1,2G2,3,7,M0,2.7030959129333496
2G1,2G2,3,7,M2,4.5083088874816895
2G1,2G2,3,7,M4,5.326813220977783
2G1,2G2,3,7,P2,-0.020793050527572632
2G1,2G2,3,7,P4,0.006205449812114239
2G1,2G2,3,7,P6,0.00148286996409297
2G2,2G2,3,7,ζ,0.0714285671710968
2G2,2G2,3,7,M0,13.764289855957031
2G2,2G2,3,7,M2,8.585712432861328
2G2,2G2,3,7,M4,10.537710189819336
2G2,2G2,3,7,P2,0.016798939555883408
2G2,2G2,3,7,P4,-0.010221259668469429
2G2,2G2,3,7,P6,-0.02272479049861431
4F,4F,3,9,ζ,1.5
4F,4F,3,9,M0,-19.25
4F,4F,3,9,M2,-0.5
4F,4F,3,9,M4,0.7954543828964233
4F,4F,3,9,P2,0.036111120134592056
4F,4F,3,9,P4,0.02020201086997986
4F,4F,3,9,P6,0.016996899619698524
4F,4G,3,9,M0,-4.763138771057129
4F,4G,3,9,M2,-6.158401966094971
4F,4G,3,9,M4,-4.701904773712158
4F,4G,3,9,P2,-0.041162919253110886
4F,4G,3,9,P4,-0.010205689817667007
4F,4G,3,9,P6,0.022897379472851753
4F,2G1,3,9,ζ,2.171241044998169
4F,2G1,3,9,M0,5.066227912902832
4F,2G1,3,9,M2,0.8772683143615723
4F,2G1,3,9,M4,2.5819621086120605
4F,2G1,3,9,P2,-0.018763810396194458
4F,2G1,3,9,P4,-0.004652190022170544
4F,2G1,3,9,P6,0.010437590070068836
4F,2G2,3,9,ζ,-1.0773650407791138
4F,2G2,3,9,M0,-2.513849973678589
4F,2G2,3,9,M2,5.674118995666504
4F,2G2,3,9,M4,0.6504361033439636
4F,2G2,3,9,P2,-0.06144966185092926
4F,2G2,3,9,P4,0.038088638335466385
4F,2G2,3,9,P6,-0.013146979734301567
4G,4G,3,9,ζ,0.16666670143604279
4G,4G,3,9,M0,-1.905555009841919
4G,4G,3,9,M2,-0.6050503849983215
4G,4G,3,9,M4,-0.7440310716629028
4G,4G,3,9,P2,0.0033950600773096085
4G,4G,3,9,P4,0.002091619884595275
4G,4G,3,9,P6,0.0022319199051707983
4G,2G1,3,9,ζ,0.4178554117679596
4G,2G1,3,9,M0,2.200705051422119
4G,2G1,3,9,M2,-2.755312919616699
4G,2G1,3,9,M4,-0.9934136271476746
4G,2G1,3,9,P2,0.003404740011319518
4G,2G1,3,9,P4,-0.017778359353542328
4G,2G1,3,9,P6,0.014634929597377777
4G,2G2,3,9,ζ,-1.3684370517730713
4G,2G2,3,9,M0,-7.207099914550781
4G,2G2,3,9,M2,-5.2000579833984375
4G,2G2,3,9,M4,-7.176243782043457
4G,2G2,3,9,P2,-0.08210618793964386
4G,2G2,3,9,P4,0.00984335970133543
4G,2G2,3,9,P6,0.01886758953332901
4G,2H1,3,9,ζ,0.4923659861087799
4G,2H1,3,9,M0,1.4442729949951172
4G,2H1,3,9,M2,1.3388370275497437
4G,2H1,3,9,M4,-0.26223328709602356
4G,2H1,3,9,P2,-0.037930410355329514
4G,2H1,3,9,P4,0.0097960801795125
4G,2H1,3,9,P6,0.004057549871504307
4G,2H2,3,9,ζ,1.0502519607543945
4G,2H2,3,9,M0,3.080739974975586
4G,2H2,3,9,M2,0.8508102893829346
4G,2H2,3,9,M4,1.1792620420455933
4G,2H2,3,9,P2,-0.03423044830560684
4G,2H2,3,9,P4,0.0020895700436085463
4G,2H2,3,9,P6,0.009653709828853607
4I,4I,3,9,ζ,-3.5
4I,4I,3,9,M0,36.16666030883789
4I,4I,3,9,M2,-4.560606002807617
4I,4I,3,9,M4,-3.5192830562591553
4I,4I,3,9,P2,-0.14259259402751923
4I,4I,3,9,P4,-0.06160084158182144
4I,4I,3,9,P6,-0.0072107999585568905
4I,2H1,3,9,ζ,-0.7687060832977295
4I,2H1,3,9,M0,-2.818588972091675
