"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ/s","AMD/s^-1"
"4F3/2","4I13/2",27,13,11599.,3970.,1310.8,0.2,0.00595,167.
"4F3/2","4I13/2",27,14,11599.,4033.,1321.8,0.2,0.00362,275.
"4F3/2","4I13/2",27,15,11599.,4087.,1331.3,0.2,0.0013,765.
"4F3/2","4I13/2",27,16,11599.,4116.,1336.3,0.2,0.00243,410.
"4F3/2","4I13/2",27,17,11599.,4206.,1352.6,0.2,0.000206,4850.
"4F3/2","4I13/2",27,18,11599.,4267.,1363.9,0.2,0.000424,2350.
"4F3/2","4I15/2",27,19,11599.,5796.,1723.3,0.4,0.000166,6000.
"4F3/2","4I15/2",27,20,11599.,5864.,1743.6,0.4,0.000537,1850.
"4F3/2","4I15/2",27,21,11599.,5991.,1783.2,0.4,0.000883,1130.
"4F3/2","4I15/2",27,22,11599.,6155.,1837.1,0.4,0.00297,335.
"4F3/2","4I15/2",27,23,11599.,6177.,1844.4,0.4,0.000598,1670.
"4F3/2","4I15/2",27,24,11599.,6305.,1888.9,0.5,0.00117,849.
"4F3/2","4I15/2",27,25,11599.,6437.,1937.2,0.5,0.0000114,87000.
"4F3/2","4I15/2",27,26,11599.,6530.,1973.,0.5,0.000109,9170.
"4F3/2","4I9/2",28,1,11641.,0.,859.,0.1,0.0145,68.8
"4F3/2","4I9/2",28,2,11641.,44.,862.2,0.1,0.0114,87.2
"4F3/2","4I9/2",28,3,11641.,148.,870.1,0.1,0.00448,223.
"4F3/2","4I9/2",28,4,11641.,299.,881.6,0.1,0.00171,583.
"4F3/2","4I9/2",28,5,11641.,508.,898.2,0.1,0.00228,438.
"4F3/2","4I11/2",28,6,11641.,1965.,1033.5,0.1,0.0277,36.
"4F3/2","4I11/2",28,7,11641.,2027.,1040.1,0.1,0.0187,53.2
"4F3/2","4I11/2",28,8,11641.,2071.,1044.8,0.1,0.0137,72.7
"4F3/2","4I11/2",28,9,11641.,2090.,1046.9,0.1,0.0106,93.5
"4F3/2","4I11/2",28,10,11641.,2194.,1058.4,0.1,0.000804,1240.
"4F3/2","4I11/2",28,11,11641.,2227.,1062.2,0.1,0.0255,39.1
"4F3/2","4I13/2",28,12,11641.,3903.,1292.2,0.2,0.000549,1810.
"4F3/2","4I13/2",28,13,11641.,3970.,1303.5,0.2,0.0143,69.6
"4F3/2","4I13/2",28,14,11641.,4033.,1314.4,0.2,0.00114,876.
"4F3/2","4I13/2",28,15,11641.,4087.,1323.8,0.2,0.0357,27.9
"4F3/2","4I13/2",28,16,11641.,4116.,1328.8,0.2,0.00491,203.
"4F3/2","4I13/2",28,17,11641.,4206.,1344.9,0.2,0.002,499.
"4F3/2","4I13/2",28,18,11641.,4267.,1356.1,0.2,0.00518,192.
"4F3/2","4I15/2",28,19,11641.,5796.,1710.8,0.4,0.000216,4610.
"4F3/2","4I15/2",28,20,11641.,5864.,1730.8,0.4,0.000152,6550.
"4F3/2","4I15/2",28,21,11641.,5991.,1769.8,0.4,0.00013,7650.
"4F3/2","4I15/2",28,22,11641.,6155.,1822.9,0.4,0.0000686,14500.
"4F3/2","4I15/2",28,23,11641.,6177.,1830.1,0.4,0.0002,4980.
"4F3/2","4I15/2",28,24,11641.,6305.,1873.9,0.4,0.000452,2210.
"4F3/2","4I15/2",28,25,11641.,6437.,1921.4,0.5,0.000728,1370.
"4F3/2","4I15/2",28,26,11641.,6530.,1956.6,0.5,0.0000377,26400.
"4F3/2","4F3/2",28,27,11641.,11599.,235000.,7000.,1.2e-8,8.32e7
"2H9/2","4I9/2",29,1,12585.,0.,794.59,0.08,0.00198,504.
"2H9/2","4I9/2",29,2,12585.,44.,797.37,0.08,0.0107,93.1
"2H9/2","4I9/2",29,3,12585.,148.,804.07,0.09,0.0196,50.8
"2H9/2","4I9/2",29,4,12585.,299.,813.94,0.09,0.000254,3930.
"2H9/2","4I9/2",29,5,12585.,508.,828.,0.09,0.0454,21.9
"2H9/2","4I11/2",29,6,12585.,1965.,941.6,0.1,0.000265,3770.
"2H9/2","4I11/2",29,7,12585.,2027.,947.1,0.1,0.00494,202.
"2H9/2","4I11/2",29,8,12585.,2071.,951.,0.1,0.000326,3060.
"2H9/2","4I11/2",29,9,12585.,2090.,952.8,0.1,0.000947,1050.
"2H9/2","4I11/2",29,10,12585.,2194.,962.3,0.1,0.0254,39.2
"2H9/2","4I11/2",29,11,12585.,2227.,965.4,0.1,0.115,8.62
"2H9/2","4I13/2",29,12,12585.,3903.,1151.7,0.1,0.000144,6910.
"2H9/2","4I13/2",29,13,12585.,3970.,1160.7,0.1,0.00423,236.
"2H9/2","4I13/2",29,14,12585.,4033.,1169.3,0.1,0.00791,126.
"2H9/2","4I13/2",29,15,12585.,4087.,1176.7,0.1,0.00101,987.
"2H9/2","4I13/2",29,16,12585.,4116.,1180.7,0.1,0.00165,602.
"2H9/2","4I13/2",29,17,12585.,4206.,1193.3,0.2,0.0129,77.
"2H9/2","4I13/2",29,18,12585.,4267.,1202.2,0.2,0.00157,636.
"2H9/2","4I15/2",29,19,12585.,5796.,1472.9,0.3,0.00112,886.
"2H9/2","4I15/2",29,20,12585.,5864.,1487.7,0.3,0.00275,362.
"2H9/2","4I15/2",29,21,12585.,5991.,1516.5,0.3,0.000371,2690.
"2H9/2","4I15/2",29,22,12585.,6155.,1555.3,0.3,0.00146,683.
"2H9/2","4I15/2",29,23,12585.,6177.,1560.5,0.3,0.0000223,44700.
"2H9/2","4I15/2",29,24,12585.,6305.,1592.2,0.3,0.000517,1930.
"2H9/2","4I15/2",29,25,12585.,6437.,1626.4,0.3,3.13e-6,319000.
"2H9/2","4I15/2",29,26,12585.,6530.,1651.6,0.3,0.0000375,26600.
"2H9/2","4F3/2",29,27,12585.,11599.,10130.,10.,0.0014,710.
"2H9/2","4F3/2",29,28,12585.,11641.,10590.,10.,0.000412,2420.
"4F5/2","4I9/2",30,1,12599.,0.,793.71,0.08,0.000378,2630.
"4F5/2","4I9/2",30,2,12599.,44.,796.49,0.08,0.0114,87.1
"4F5/2","4I9/2",30,3,12599.,148.,803.17,0.09,0.0341,29.2
"4F5/2","4I9/2",30,4,12599.,299.,813.01,0.09,0.0727,13.7
"4F5/2","4I9/2",30,5,12599.,508.,827.04,0.09,0.00851,117.
"4F5/2","4I11/2",30,6,12599.,1965.,940.3,0.1,0.000215,4650.
"4F5/2","4I11/2",30,7,12599.,2027.,945.9,0.1,0.00557,179.
"4F5/2","4I11/2",30,8,12599.,2071.,949.8,0.1,0.0145,68.8
"4F5/2","4I11/2",30,9,12599.,2090.,951.5,0.1,0.00349,286.
"4F5/2","4I11/2",30,10,12599.,2194.,961.,0.1,0.0265,37.6
"4F5/2","4I11/2",30,11,12599.,2227.,964.1,0.1,0.00588,169.
"4F5/2","4I13/2",30,12,12599.,3903.,1149.9,0.1,0.0107,93.2
"4F5/2","4I13/2",30,13,12599.,3970.,1158.8,0.1,0.000557,1790.
"4F5/2","4I13/2",30,14,12599.,4033.,1167.4,0.1,0.000158,6320.
"4F5/2","4I13/2",30,15,12599.,4087.,1174.8,0.1,0.00552,181.
"4F5/2","4I13/2",30,16,12599.,4116.,1178.7,0.1,0.00607,164.
"4F5/2","4I13/2",30,17,12599.,4206.,1191.4,0.2,0.0181,55.
"4F5/2","4I13/2",30,18,12599.,4267.,1200.2,0.2,0.0141,70.4
"4F5/2","4I15/2",30,19,12599.,5796.,1469.9,0.3,0.0269,37.
"4F5/2","4I15/2",30,20,12599.,5864.,1484.6,0.3,0.0171,58.3
"4F5/2","4I15/2",30,21,12599.,5991.,1513.3,0.3,0.000981,1010.
"4F5/2","4I15/2",30,22,12599.,6155.,1551.9,0.3,0.000737,1350.
"4F5/2","4I15/2",30,23,12599.,6177.,1557.1,0.3,0.0041,243.
"4F5/2","4I15/2",30,24,12599.,6305.,1588.7,0.3,0.00463,215.
"4F5/2","4I15/2",30,25,12599.,6437.,1622.7,0.3,0.00128,779.
"4F5/2","4I15/2",30,26,12599.,6530.,1647.8,0.3,0.00405,246.
"4F5/2","4F3/2",30,27,12599.,11599.,9990.,10.,0.0116,85.7
"4F5/2","4F3/2",30,28,12599.,11641.,10430.,10.,0.00311,320.
"4F5/2","2H9/2",30,29,12599.,12585.,710000.,70000.,2.64e-8,3.78e7
"4F5/2","4I9/2",31,1,12640.,0.,791.1,0.08,0.000129,7730.
"4F5/2","4I9/2",31,2,12640.,44.,793.86,0.08,0.00219,456.
"4F5/2","4I9/2",31,3,12640.,148.,800.5,0.09,0.0115,86.3
"4F5/2","4I9/2",31,4,12640.,299.,810.28,0.09,0.0189,52.8
"4F5/2","4I9/2",31,5,12640.,508.,824.21,0.09,0.00543,184.
"4F5/2","4I11/2",31,6,12640.,1965.,936.7,0.1,0.000217,4590.
"4F5/2","4I11/2",31,7,12640.,2027.,942.2,0.1,0.00146,683.
"4F5/2","4I11/2",31,8,12640.,2071.,946.,0.1,0.0419,23.8
"4F5/2","4I11/2",31,9,12640.,2090.,947.8,0.1,0.00591,169.
"4F5/2","4I11/2",31,10,12640.,2194.,957.2,0.1,0.00261,381.
"4F5/2","4I11/2",31,11,12640.,2227.,960.2,0.1,0.00193,516.
"4F5/2","4I13/2",31,12,12640.,3903.,1144.4,0.1,0.0293,34.
"4F5/2","4I13/2",31,13,12640.,3970.,1153.3,0.1,0.00185,537.
"4F5/2","4I13/2",31,14,12640.,4033.,1161.8,0.1,0.000205,4850.
"4F5/2","4I13/2",31,15,12640.,4087.,1169.1,0.1,0.00469,213.
"4F5/2","4I13/2",31,16,12640.,4116.,1173.,0.1,0.000245,4060.
"4F5/2","4I13/2",31,17,12640.,4206.,1185.5,0.1,0.00861,116.
"4F5/2","4I13/2",31,18,12640.,4267.,1194.2,0.2,0.035,28.5
"4F5/2","4I15/2",31,19,12640.,5796.,1461.,0.3,0.0034,293.
"4F5/2","4I15/2",31,20,12640.,5864.,1475.5,0.3,0.00401,249.
"4F5/2","4I15/2",31,21,12640.,5991.,1503.8,0.3,0.0000715,13900.
"4F5/2","4I15/2",31,22,12640.,6155.,1542.,0.3,0.00294,339.
"4F5/2","4I15/2",31,23,12640.,6177.,1547.1,0.3,0.000332,3000.
"4F5/2","4I15/2",31,24,12640.,6305.,1578.3,0.3,0.0007,1420.
"4F5/2","4I15/2",31,25,12640.,6437.,1611.9,0.3,0.00258,386.
"4F5/2","4I15/2",31,26,12640.,6530.,1636.6,0.3,0.0006,1660.
"4F5/2","4F3/2",31,27,12640.,11599.,9590.,10.,0.00386,258.
"4F5/2","4F3/2",31,28,12640.,11641.,10000.,10.,0.00251,396.
"4F5/2","2H9/2",31,29,12640.,12585.,180000.,4000.,6.92e-7,1.44e6
"4F5/2","4F5/2",31,30,12640.,12599.,240000.,8000.,7.2e-7,1.38e6
"4F5/2","4I9/2",32,1,12684.,0.,788.4,0.08,0.0261,38.2
"4F5/2","4I9/2",32,2,12684.,44.,791.14,0.08,0.00226,441.
"4F5/2","4I9/2",32,3,12684.,148.,797.73,0.08,0.003,332.
"4F5/2","4I9/2",32,4,12684.,299.,807.44,0.09,0.0164,60.7
"4F5/2","4I9/2",32,5,12684.,508.,821.28,0.09,0.168,5.92
"4F5/2","4I11/2",32,6,12684.,1965.,932.9,0.1,0.000015,66200.
"4F5/2","4I11/2",32,7,12684.,2027.,938.3,0.1,0.00192,519.
"4F5/2","4I11/2",32,8,12684.,2071.,942.2,0.1,0.00393,254.
"4F5/2","4I11/2",32,9,12684.,2090.,943.9,0.1,0.00258,387.
"4F5/2","4I11/2",32,10,12684.,2194.,953.2,0.1,0.0142,70.2
"4F5/2","4I11/2",32,11,12684.,2227.,956.2,0.1,0.00516,193.
"4F5/2","4I13/2",32,12,12684.,3903.,1138.7,0.1,0.000971,1020.
"4F5/2","4I13/2",32,13,12684.,3970.,1147.5,0.1,0.0153,65.2
"4F5/2","4I13/2",32,14,12684.,4033.,1156.,0.1,0.036,27.7
"4F5/2","4I13/2",32,15,12684.,4087.,1163.2,0.1,0.00143,697.
"4F5/2","4I13/2",32,16,12684.,4116.,1167.,0.1,0.00565,176.
"4F5/2","4I13/2",32,17,12684.,4206.,1179.4,0.1,0.00012,8280.
"4F5/2","4I13/2",32,18,12684.,4267.,1188.1,0.1,0.00445,224.
"4F5/2","4I15/2",32,19,12684.,5796.,1451.8,0.2,0.0095,105.
"4F5/2","4I15/2",32,20,12684.,5864.,1466.2,0.3,0.00089,1120.
"4F5/2","4I15/2",32,21,12684.,5991.,1494.1,0.3,0.00125,799.
"4F5/2","4I15/2",32,22,12684.,6155.,1531.7,0.3,0.000534,1860.
"4F5/2","4I15/2",32,23,12684.,6177.,1536.8,0.3,0.00275,362.
"4F5/2","4I15/2",32,24,12684.,6305.,1567.6,0.3,0.000423,2360.
"4F5/2","4I15/2",32,25,12684.,6437.,1600.7,0.3,0.000981,1010.
"4F5/2","4I15/2",32,26,12684.,6530.,1625.,0.3,0.000418,2380.
"4F5/2","4F3/2",32,27,12684.,11599.,9210.,10.,0.0011,906.
"4F5/2","4F3/2",32,28,12684.,11641.,9580.,10.,0.00782,127.
"4F5/2","2H9/2",32,29,12684.,12585.,101000.,1000.,0.0000367,27100.
"4F5/2","4F5/2",32,30,12684.,12599.,117000.,1000.,4.53e-6,220000.
"4F5/2","4F5/2",32,31,12684.,12640.,230000.,7000.,1.23e-6,811000.
"4F5/2","4I9/2",33,1,12709.,0.,786.84,0.08,0.024,41.5
"4F5/2","4I9/2",33,2,12709.,44.,789.57,0.08,0.0197,50.5
"4F5/2","4I9/2",33,3,12709.,148.,796.13,0.08,0.0933,10.7
"4F5/2","4I9/2",33,4,12709.,299.,805.81,0.09,0.03,33.2
"4F5/2","4I9/2",33,5,12709.,508.,819.58,0.09,0.00494,202.
"4F5/2","4I11/2",33,6,12709.,1965.,930.7,0.1,0.00428,233.
"4F5/2","4I11/2",33,7,12709.,2027.,936.1,0.1,0.000233,4280.
"4F5/2","4I11/2",33,8,12709.,2071.,939.9,0.1,0.0374,26.6
"4F5/2","4I11/2",33,9,12709.,2090.,941.6,0.1,0.00688,145.
"4F5/2","4I11/2",33,10,12709.,2194.,950.9,0.1,0.00216,460.
"4F5/2","4I11/2",33,11,12709.,2227.,954.,0.1,0.0000313,31900.
"4F5/2","4I13/2",33,12,12709.,3903.,1135.5,0.1,0.0212,47.1
"4F5/2","4I13/2",33,13,12709.,3970.,1144.2,0.1,0.00187,532.
"4F5/2","4I13/2",33,14,12709.,4033.,1152.6,0.1,0.0495,20.1
"4F5/2","4I13/2",33,15,12709.,4087.,1159.8,0.1,0.00895,111.
"4F5/2","4I13/2",33,16,12709.,4116.,1163.6,0.1,0.00259,384.
"4F5/2","4I13/2",33,17,12709.,4206.,1175.9,0.1,0.0102,97.8
"4F5/2","4I13/2",33,18,12709.,4267.,1184.5,0.1,0.0253,39.4
"4F5/2","4I15/2",33,19,12709.,5796.,1446.5,0.2,0.00156,637.
"4F5/2","4I15/2",33,20,12709.,5864.,1460.8,0.3,0.00135,740.
"4F5/2","4I15/2",33,21,12709.,5991.,1488.5,0.3,0.00362,275.
"4F5/2","4I15/2",33,22,12709.,6155.,1525.8,0.3,0.0041,243.
"4F5/2","4I15/2",33,23,12709.,6177.,1530.9,0.3,0.0036,277.
"4F5/2","4I15/2",33,24,12709.,6305.,1561.4,0.3,0.000615,1620.
"4F5/2","4I15/2",33,25,12709.,6437.,1594.3,0.3,0.00191,522.
"4F5/2","4I15/2",33,26,12709.,6530.,1618.4,0.3,0.0232,43.
"4F5/2","4F3/2",33,27,12709.,11599.,9000.,10.,0.0102,97.1
"4F5/2","4F3/2",33,28,12709.,11641.,9360.,10.,0.00265,376.
"4F5/2","2H9/2",33,29,12709.,12585.,80600.,900.,3.05e-6,326000.
"4F5/2","4F5/2",33,30,12709.,12599.,90000.,1000.,0.0000188,53100.
"4F5/2","4F5/2",33,31,12709.,12640.,145000.,3000.,1.15e-6,862000.
"4F5/2","4F5/2",33,32,12709.,12684.,390000.,20000.,1.43e-8,6.95e7
"2H9/2","4I9/2",34,1,12769.,0.,783.12,0.08,0.00773,129.
"2H9/2","4I9/2",34,2,12769.,44.,785.82,0.08,0.00672,148.
"2H9/2","4I9/2",34,3,12769.,148.,792.32,0.08,0.0509,19.6
"2H9/2","4I9/2",34,4,12769.,299.,801.9,0.09,0.168,5.93
"2H9/2","4I9/2",34,5,12769.,508.,815.55,0.09,0.134,7.44
"2H9/2","4I11/2",34,6,12769.,1965.,925.5,0.1,0.0868,11.5
"2H9/2","4I11/2",34,7,12769.,2027.,930.8,0.1,0.0223,44.6
"2H9/2","4I11/2",34,8,12769.,2071.,934.6,0.1,0.00396,252.
"2H9/2","4I11/2",34,9,12769.,2090.,936.3,0.1,0.000254,3920.
"2H9/2","4I11/2",34,10,12769.,2194.,945.5,0.1,0.00891,112.
"2H9/2","4I11/2",34,11,12769.,2227.,948.5,0.1,0.00248,402.
"2H9/2","4I13/2",34,12,12769.,3903.,1127.8,0.1,0.00274,364.
"2H9/2","4I13/2",34,13,12769.,3970.,1136.4,0.1,0.00291,342.
"2H9/2","4I13/2",34,14,12769.,4033.,1144.6,0.1,0.00753,132.
"2H9/2","4I13/2",34,15,12769.,4087.,1151.7,0.1,0.00347,287.
"2H9/2","4I13/2",34,16,12769.,4116.,1155.5,0.1,0.000606,1640.
"2H9/2","4I13/2",34,17,12769.,4206.,1167.6,0.1,0.0103,96.3
"2H9/2","4I13/2",34,18,12769.,4267.,1176.1,0.1,0.000179,5570.
"2H9/2","4I15/2",34,19,12769.,5796.,1433.9,0.2,0.000943,1060.
"2H9/2","4I15/2",34,20,12769.,5864.,1448.,0.2,0.00084,1190.
"2H9/2","4I15/2",34,21,12769.,5991.,1475.2,0.3,0.00273,365.
"2H9/2","4I15/2",34,22,12769.,6155.,1511.9,0.3,0.00111,893.
"2H9/2","4I15/2",34,23,12769.,6177.,1516.9,0.3,0.00798,125.
"2H9/2","4I15/2",34,24,12769.,6305.,1546.8,0.3,0.0016,622.
"2H9/2","4I15/2",34,25,12769.,6437.,1579.1,0.3,0.0000892,11200.
"2H9/2","4I15/2",34,26,12769.,6530.,1602.8,0.3,0.0038,263.
"2H9/2","4F3/2",34,27,12769.,11599.,8540.,10.,0.000215,4630.
"2H9/2","4F3/2",34,28,12769.,11641.,8860.,10.,0.000182,5480.
"2H9/2","2H9/2",34,29,12769.,12585.,54200.,400.,0.000198,5020.
"2H9/2","4F5/2",34,30,12769.,12599.,58600.,400.,2.17e-6,459000.
"2H9/2","4F5/2",34,31,12769.,12640.,77500.,800.,0.000101,9850.
"2H9/2","4F5/2",34,32,12769.,12684.,116000.,1000.,6.21e-8,1.6e7
"2H9/2","4F5/2",34,33,12769.,12709.,165000.,3000.,2.19e-6,456000.
"2H9/2","4I9/2",35,1,12856.,0.,777.83,0.08,0.00509,196.
"2H9/2","4I9/2",35,2,12856.,44.,780.5,0.08,0.048,20.8
"2H9/2","4I9/2",35,3,12856.,148.,786.91,0.08,0.26,3.83
"2H9/2","4I9/2",35,4,12856.,299.,796.36,0.08,0.151,6.59
"2H9/2","4I9/2",35,5,12856.,508.,809.82,0.09,0.0663,15.
"2H9/2","4I11/2",35,6,12856.,1965.,918.1,0.1,0.0428,23.3
"2H9/2","4I11/2",35,7,12856.,2027.,923.4,0.1,0.0961,10.4
"2H9/2","4I11/2",35,8,12856.,2071.,927.1,0.1,0.00142,701.
"2H9/2","4I11/2",35,9,12856.,2090.,928.8,0.1,0.00618,161.
"2H9/2","4I11/2",35,10,12856.,2194.,937.8,0.1,0.0217,45.9
"2H9/2","4I11/2",35,11,12856.,2227.,940.7,0.1,0.000917,1080.
"2H9/2","4I13/2",35,12,12856.,3903.,1116.8,0.1,0.001,993.
"2H9/2","4I13/2",35,13,12856.,3970.,1125.3,0.1,0.00416,240.
"2H9/2","4I13/2",35,14,12856.,4033.,1133.4,0.1,0.000502,1990.
"2H9/2","4I13/2",35,15,12856.,4087.,1140.4,0.1,5.13e-6,194000.
"2H9/2","4I13/2",35,16,12856.,4116.,1144.,0.1,0.00789,126.
"2H9/2","4I13/2",35,17,12856.,4206.,1155.9,0.1,0.0047,212.
"2H9/2","4I13/2",35,18,12856.,4267.,1164.2,0.1,0.000379,2630.
"2H9/2","4I15/2",35,19,12856.,5796.,1416.3,0.2,0.00175,570.
"2H9/2","4I15/2",35,20,12856.,5864.,1430.,0.2,0.00082,1210.
"2H9/2","4I15/2",35,21,12856.,5991.,1456.6,0.3,0.000414,2410.
"2H9/2","4I15/2",35,22,12856.,6155.,1492.3,0.3,0.000545,1830.
"2H9/2","4I15/2",35,23,12856.,6177.,1497.2,0.3,0.00823,121.
"2H9/2","4I15/2",35,24,12856.,6305.,1526.3,0.3,0.000474,2100.
"2H9/2","4I15/2",35,25,12856.,6437.,1557.7,0.3,0.00183,544.
"2H9/2","4I15/2",35,26,12856.,6530.,1580.8,0.3,0.00189,526.
"2H9/2","4F3/2",35,27,12856.,11599.,7951.,8.,0.000436,2280.
"2H9/2","4F3/2",35,28,12856.,11641.,8229.,9.,0.000704,1410.
"2H9/2","2H9/2",35,29,12856.,12585.,36800.,100.,0.000207,4810.
"2H9/2","4F5/2",35,30,12856.,12599.,38800.,200.,0.0000191,52200.
"2H9/2","4F5/2",35,31,12856.,12640.,46300.,300.,0.000254,3920.
"2H9/2","4F5/2",35,32,12856.,12684.,58000.,400.,2.63e-6,379000.
"2H9/2","4F5/2",35,33,12856.,12709.,67900.,600.,0.0000241,41300.
"2H9/2","2H9/2",35,34,12856.,12769.,115000.,1000.,9.1e-7,1.09e6
"2H9/2","4I9/2",36,1,12884.,0.,776.17,0.08,0.134,7.45
"2H9/2","4I9/2",36,2,12884.,44.,778.82,0.08,0.0895,11.1
"2H9/2","4I9/2",36,3,12884.,148.,785.21,0.08,0.0629,15.8
"2H9/2","4I9/2",36,4,12884.,299.,794.62,0.08,0.0868,11.5
"2H9/2","4I9/2",36,5,12884.,508.,808.01,0.09,0.201,4.96
"2H9/2","4I11/2",36,6,12884.,1965.,915.8,0.1,0.0122,81.6
"2H9/2","4I11/2",36,7,12884.,2027.,921.,0.1,0.121,8.23
"2H9/2","4I11/2",36,8,12884.,2071.,924.7,0.1,0.0487,20.5
"2H9/2","4I11/2",36,9,12884.,2090.,926.4,0.1,0.00421,237.
"2H9/2","4I11/2",36,10,12884.,2194.,935.4,0.1,0.0281,35.4
"2H9/2","4I11/2",36,11,12884.,2227.,938.3,0.1,0.00747,133.
"2H9/2","4I13/2",36,12,12884.,3903.,1113.4,0.1,0.000249,4000.
"2H9/2","4I13/2",36,13,12884.,3970.,1121.8,0.1,0.00214,466.
"2H9/2","4I13/2",36,14,12884.,4033.,1129.9,0.1,0.000276,3610.
"2H9/2","4I13/2",36,15,12884.,4087.,1136.8,0.1,1.04e-7,9.56e6
"2H9/2","4I13/2",36,16,12884.,4116.,1140.4,0.1,0.00265,376.
"2H9/2","4I13/2",36,17,12884.,4206.,1152.3,0.1,0.000251,3970.
"2H9/2","4I13/2",36,18,12884.,4267.,1160.5,0.1,0.00151,659.
"2H9/2","4I15/2",36,19,12884.,5796.,1410.8,0.2,0.00248,402.
"2H9/2","4I15/2",36,20,12884.,5864.,1424.4,0.2,0.00117,854.
"2H9/2","4I15/2",36,21,12884.,5991.,1450.8,0.2,0.00215,464.
"2H9/2","4I15/2",36,22,12884.,6155.,1486.2,0.3,0.00214,466.
"2H9/2","4I15/2",36,23,12884.,6177.,1491.,0.3,0.0000367,27200.
"2H9/2","4I15/2",36,24,12884.,6305.,1519.9,0.3,0.00452,221.
"2H9/2","4I15/2",36,25,12884.,6437.,1551.1,0.3,0.00321,310.
"2H9/2","4I15/2",36,26,12884.,6530.,1573.9,0.3,0.000383,2600.
"2H9/2","4F3/2",36,27,12884.,11599.,7781.,8.,0.00013,7660.
"2H9/2","4F3/2",36,28,12884.,11641.,8047.,9.,0.000264,3780.
"2H9/2","2H9/2",36,29,12884.,12585.,33400.,100.,0.000854,1160.
"2H9/2","4F5/2",36,30,12884.,12599.,35100.,100.,0.000152,6560.
"2H9/2","4F5/2",36,31,12884.,12640.,41100.,200.,0.000108,9190.
"2H9/2","4F5/2",36,32,12884.,12684.,50000.,300.,0.0000758,13100.
"2H9/2","4F5/2",36,33,12884.,12709.,57200.,400.,0.0000419,23800.
"2H9/2","2H9/2",36,34,12884.,12769.,87000.,1000.,0.0000415,24000.
"2H9/2","2H9/2",36,35,12884.,12856.,360000.,10000.,1.09e-6,909000.
"4F7/2","4I9/2",37,1,13525.,0.,739.38,0.07,0.0529,18.8
"4F7/2","4I9/2",37,2,13525.,44.,741.79,0.07,0.00496,201.
"4F7/2","4I9/2",37,3,13525.,148.,747.58,0.07,0.00511,195.
"4F7/2","4I9/2",37,4,13525.,299.,756.1,0.08,0.0105,94.4
"4F7/2","4I9/2",37,5,13525.,508.,768.22,0.08,0.00692,144.
"4F7/2","4I11/2",37,6,13525.,1965.,865.,0.1,0.000599,1660.
"4F7/2","4I11/2",37,7,13525.,2027.,869.7,0.1,0.00617,161.
"4F7/2","4I11/2",37,8,13525.,2071.,873.,0.1,0.000881,1130.
"4F7/2","4I11/2",37,9,13525.,2090.,874.5,0.1,0.00704,141.
"4F7/2","4I11/2",37,10,13525.,2194.,882.5,0.1,0.000431,2310.
"4F7/2","4I11/2",37,11,13525.,2227.,885.1,0.1,0.0509,19.6
"4F7/2","4I13/2",37,12,13525.,3903.,1039.2,0.1,0.000147,6790.
"4F7/2","4I13/2",37,13,13525.,3970.,1046.5,0.1,0.0000196,50900.
"4F7/2","4I13/2",37,14,13525.,4033.,1053.5,0.1,0.000586,1700.
"4F7/2","4I13/2",37,15,13525.,4087.,1059.6,0.1,0.00453,220.
"4F7/2","4I13/2",37,16,13525.,4116.,1062.7,0.1,0.00136,734.
"4F7/2","4I13/2",37,17,13525.,4206.,1073.,0.1,0.00208,480.
"4F7/2","4I13/2",37,18,13525.,4267.,1080.1,0.1,0.000127,7830.
"4F7/2","4I15/2",37,19,13525.,5796.,1293.8,0.2,0.000751,1330.
"4F7/2","4I15/2",37,20,13525.,5864.,1305.2,0.2,0.00253,394.
"4F7/2","4I15/2",37,21,13525.,5991.,1327.3,0.2,0.00285,349.
"4F7/2","4I15/2",37,22,13525.,6155.,1356.9,0.2,0.00344,290.
"4F7/2","4I15/2",37,23,13525.,6177.,1360.9,0.2,0.00729,137.
"4F7/2","4I15/2",37,24,13525.,6305.,1385.,0.2,0.000378,2640.
"4F7/2","4I15/2",37,25,13525.,6437.,1410.8,0.2,0.000195,5110.
"4F7/2","4I15/2",37,26,13525.,6530.,1429.7,0.2,0.000375,2660.
"4F7/2","4F3/2",37,27,13525.,11599.,5191.,3.,0.00056,1780.
"4F7/2","4F3/2",37,28,13525.,11641.,5308.,3.,0.000236,4220.
"4F7/2","2H9/2",37,29,13525.,12585.,10640.,10.,0.000362,2750.
"4F7/2","4F5/2",37,30,13525.,12599.,10800.,10.,0.00844,118.
"4F7/2","4F5/2",37,31,13525.,12640.,11300.,10.,0.0026,384.
"4F7/2","4F5/2",37,32,13525.,12684.,11890.,10.,0.000327,3050.
"4F7/2","4F5/2",37,33,13525.,12709.,12250.,20.,0.00288,346.
"4F7/2","2H9/2",37,34,13525.,12769.,13230.,20.,0.0000104,95800.
"4F7/2","2H9/2",37,35,13525.,12856.,14950.,30.,0.000155,6430.
"4F7/2","2H9/2",37,36,13525.,12884.,15590.,30.,0.000266,3750.
"4F7/2","4I9/2",38,1,13594.,0.,735.62,0.07,0.00404,246.
"4F7/2","4I9/2",38,2,13594.,44.,738.,0.07,0.0441,22.6
"4F7/2","4I9/2",38,3,13594.,148.,743.74,0.07,0.0257,38.8
