"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ*n^3/s","AMD/n^3/s^-1"
"4G7/2","4I9/2",57,4,17496.,300.,581.5,0.6,0.000651,1530.
"4G7/2","4I9/2",57,5,17496.,508.,588.6,0.6,0.065,15.3
"4G7/2","4I11/2",57,6,17496.,1975.,644.3,0.7,0.0109,90.9
"4G7/2","4I11/2",57,7,17496.,2038.,646.9,0.7,0.00125,795.
"4G7/2","4I11/2",57,8,17496.,2081.,648.7,0.7,0.0654,15.2
"4G7/2","4I11/2",57,9,17496.,2100.,649.5,0.7,0.013,76.3
"4G7/2","4I11/2",57,10,17496.,2203.,653.9,0.7,0.0314,31.8
"4G7/2","4I11/2",57,11,17496.,2236.,655.3,0.7,0.0257,38.8
"4G7/2","4I13/2",57,12,17496.,3914.,736.2,0.9,0.00182,547.
"4G7/2","4I13/2",57,13,17496.,3982.,739.,1.,0.000508,1960.
"4G7/2","4I13/2",57,14,17496.,4045.,743.,1.,0.0102,97.5
"4G7/2","4I13/2",57,15,17496.,4099.,746.,1.,0.000144,6920.
"4G7/2","4I13/2",57,16,17496.,4127.,747.,1.,0.0122,81.8
"4G7/2","4I13/2",57,17,17496.,4217.,753.,1.,0.0268,37.2
"4G7/2","4I13/2",57,18,17496.,4278.,756.,1.,0.0097,103.
"4G7/2","4I15/2",57,19,17496.,5802.,855.,1.,0.00503,198.
"4G7/2","4I15/2",57,20,17496.,5871.,860.,1.,0.00638,156.
"4G7/2","4I15/2",57,21,17496.,5998.,869.,1.,0.00887,112.
"4G7/2","4I15/2",57,22,17496.,6162.,882.,1.,0.00443,225.
"4G7/2","4I15/2",57,23,17496.,6183.,883.,1.,0.00241,413.
"4G7/2","4I15/2",57,24,17496.,6312.,894.,1.,0.000427,2330.
"4G7/2","4I15/2",57,25,17496.,6443.,904.,1.,0.000457,2180.
"4G7/2","4I15/2",57,26,17496.,6536.,912.,1.,0.000278,3580.
"4G7/2","4F3/2",57,27,17496.,11600.,1696.,5.,0.000246,4050.
"4G7/2","4F3/2",57,28,17496.,11643.,1708.,5.,0.00407,245.
"4G7/2","2H9/2",57,29,17496.,12582.,2034.,7.,0.0155,64.3
"4G7/2","4F5/2",57,30,17496.,12600.,2042.,7.,0.0351,28.4
"4G7/2","4F5/2",57,31,17496.,12638.,2058.,7.,0.00268,373.
"4G7/2","4F5/2",57,32,17496.,12685.,2078.,7.,0.136,7.34
"4G7/2","4F5/2",57,33,17496.,12708.,2088.,8.,0.0308,32.4
"4G7/2","2H9/2",57,34,17496.,12766.,2114.,8.,0.00631,158.
"4G7/2","2H9/2",57,35,17496.,12851.,2152.,8.,0.00689,145.
"4G7/2","2H9/2",57,36,17496.,12879.,2166.,8.,0.032,31.2
"4G7/2","4F7/2",57,37,17496.,13524.,2510.,10.,0.0157,63.3
"4G7/2","4F7/2",57,38,17496.,13593.,2560.,10.,0.000598,1670.
"4G7/2","4S3/2",57,39,17496.,13676.,2610.,10.,0.000468,2130.
"4G7/2","4S3/2",57,40,17496.,13685.,2620.,10.,0.00123,811.
"4G7/2","4F7/2",57,41,17496.,13692.,2620.,10.,0.0123,80.8
"4G7/2","4F7/2",57,42,17496.,13726.,2650.,10.,0.0174,57.3
"4G7/2","4F9/2",57,43,17496.,14847.,3770.,20.,0.00168,594.
"4G7/2","4F9/2",57,44,17496.,14867.,3800.,20.,0.000093,10700.
"4G7/2","4F9/2",57,45,17496.,14898.,3840.,20.,0.00894,111.
"4G7/2","4F9/2",57,46,17496.,14933.,3900.,20.,0.000708,1410.
"4G7/2","4F9/2",57,47,17496.,14962.,3940.,20.,0.0237,42.
"4G7/2","2H11/2",57,48,17496.,16029.,6810.,80.,0.0017,586.
"4G7/2","2H11/2",57,49,17496.,16046.,6890.,80.,0.000043,23200.
"4G7/2","2H11/2",57,50,17496.,16052.,6920.,80.,0.00433,230.
"4G7/2","2H11/2",57,51,17496.,16070.,7010.,90.,0.0108,92.
"4G7/2","2H11/2",57,52,17496.,16096.,7140.,90.,0.000646,1540.
"4G7/2","2H11/2",57,53,17496.,16139.,7360.,90.,0.0039,255.
"4G7/2","4G5/2",57,54,17496.,17304.,51000.,4000.,0.0000172,57900.
"4G7/2","4G5/2",57,55,17496.,17323.,57000.,6000.,0.000107,9270.
"4G7/2","4G5/2",57,56,17496.,17363.,70000.,10000.,0.0000563,17700.
"2G7/2","4I9/2",58,1,17517.,0.,570.8,0.5,0.0015,665.
"2G7/2","4I9/2",58,2,17517.,47.,572.4,0.6,0.0016,623.
"2G7/2","4I9/2",58,3,17517.,149.,575.7,0.6,0.00195,510.
"2G7/2","4I9/2",58,4,17517.,300.,580.8,0.6,0.0000993,10000.
"2G7/2","4I9/2",58,5,17517.,508.,587.9,0.6,0.00145,687.
"2G7/2","4I11/2",58,6,17517.,1975.,643.4,0.7,0.000749,1330.
"2G7/2","4I11/2",58,7,17517.,2038.,646.,0.7,0.00754,132.
"2G7/2","4I11/2",58,8,17517.,2081.,647.8,0.7,0.00339,294.
"2G7/2","4I11/2",58,9,17517.,2100.,648.6,0.7,0.0158,63.2
"2G7/2","4I11/2",58,10,17517.,2203.,653.,0.7,0.00456,219.
"2G7/2","4I11/2",58,11,17517.,2236.,654.4,0.7,0.00635,157.
"2G7/2","4I13/2",58,12,17517.,3914.,735.1,0.9,0.00249,400.
"2G7/2","4I13/2",58,13,17517.,3982.,738.,1.,0.000332,3010.
"2G7/2","4I13/2",58,14,17517.,4045.,742.,1.,0.00192,518.
"2G7/2","4I13/2",58,15,17517.,4099.,745.,1.,0.00731,136.
"2G7/2","4I13/2",58,16,17517.,4127.,746.,1.,0.0163,60.9
"2G7/2","4I13/2",58,17,17517.,4217.,751.,1.,0.0167,59.7
"2G7/2","4I13/2",58,18,17517.,4278.,755.,1.,0.00356,280.
"2G7/2","4I15/2",58,19,17517.,5802.,853.,1.,0.00571,175.
"2G7/2","4I15/2",58,20,17517.,5871.,858.,1.,0.0129,76.9
"2G7/2","4I15/2",58,21,17517.,5998.,868.,1.,0.00499,200.
"2G7/2","4I15/2",58,22,17517.,6162.,880.,1.,0.00318,313.
"2G7/2","4I15/2",58,23,17517.,6183.,882.,1.,0.00129,774.
"2G7/2","4I15/2",58,24,17517.,6312.,892.,1.,0.0018,553.
"2G7/2","4I15/2",58,25,17517.,6443.,903.,1.,0.000176,5650.
"2G7/2","4I15/2",58,26,17517.,6536.,910.,1.,0.000758,1310.
"2G7/2","4F3/2",58,27,17517.,11600.,1690.,5.,0.000321,3110.
"2G7/2","4F3/2",58,28,17517.,11643.,1702.,5.,0.001,991.
"2G7/2","2H9/2",58,29,17517.,12582.,2026.,7.,0.000703,1420.
"2G7/2","4F5/2",58,30,17517.,12600.,2034.,7.,0.00236,422.
"2G7/2","4F5/2",58,31,17517.,12638.,2049.,7.,0.00803,124.
"2G7/2","4F5/2",58,32,17517.,12685.,2069.,7.,0.0452,22.
"2G7/2","4F5/2",58,33,17517.,12708.,2079.,7.,0.104,9.53
"2G7/2","2H9/2",58,34,17517.,12766.,2104.,8.,0.0233,42.8
"2G7/2","2H9/2",58,35,17517.,12851.,2143.,8.,0.00333,299.
"2G7/2","2H9/2",58,36,17517.,12879.,2156.,8.,0.0163,61.
"2G7/2","4F7/2",58,37,17517.,13524.,2500.,10.,0.0145,68.4
"2G7/2","4F7/2",58,38,17517.,13593.,2540.,10.,0.00542,184.
"2G7/2","4S3/2",58,39,17517.,13676.,2600.,10.,0.00112,890.
"2G7/2","4S3/2",58,40,17517.,13685.,2600.,10.,0.0000549,18100.
"2G7/2","4F7/2",58,41,17517.,13692.,2610.,10.,0.0136,73.3
"2G7/2","4F7/2",58,42,17517.,13726.,2630.,10.,0.0196,50.9
"2G7/2","4F9/2",58,43,17517.,14847.,3740.,20.,0.00378,264.
"2G7/2","4F9/2",58,44,17517.,14867.,3770.,20.,0.000414,2410.
"2G7/2","4F9/2",58,45,17517.,14898.,3810.,20.,0.000287,3470.
"2G7/2","4F9/2",58,46,17517.,14933.,3870.,20.,0.000346,2880.
"2G7/2","4F9/2",58,47,17517.,14962.,3910.,20.,0.00619,161.
"2G7/2","2H11/2",58,48,17517.,16029.,6720.,80.,0.000281,3550.
"2G7/2","2H11/2",58,49,17517.,16046.,6800.,80.,0.00251,398.
"2G7/2","2H11/2",58,50,17517.,16052.,6820.,80.,0.00215,463.
"2G7/2","2H11/2",58,51,17517.,16070.,6910.,80.,0.00185,537.
"2G7/2","2H11/2",58,52,17517.,16096.,7040.,90.,0.00468,213.
"2G7/2","2H11/2",58,53,17517.,16139.,7250.,90.,0.00944,105.
"2G7/2","4G5/2",58,54,17517.,17304.,46000.,4000.,0.000396,2520.
"2G7/2","4G5/2",58,55,17517.,17323.,51000.,4000.,0.000184,5420.
"2G7/2","4G5/2",58,56,17517.,17363.,64000.,7000.,0.0000245,40700.
"2G7/2","4G7/2",58,57,17517.,17496.,400000.,400000.,3.56e-7,2.8e6
"4G5/2","4I9/2",59,1,17569.,0.,569.1,0.5,0.0369,27.
"4G5/2","4I9/2",59,2,17569.,47.,570.6,0.5,0.0284,35.
"4G5/2","4I9/2",59,3,17569.,149.,574.,0.6,0.0222,44.9
"4G5/2","4I9/2",59,4,17569.,300.,579.,0.6,0.000187,5330.
"4G5/2","4I9/2",59,5,17569.,508.,586.1,0.6,0.0645,15.5
"4G5/2","4I11/2",59,6,17569.,1975.,641.2,0.7,0.00961,104.
"4G5/2","4I11/2",59,7,17569.,2038.,643.8,0.7,0.000216,4610.
"4G5/2","4I11/2",59,8,17569.,2081.,645.6,0.7,0.0926,10.7
"4G5/2","4I11/2",59,9,17569.,2100.,646.4,0.7,0.00132,754.
"4G5/2","4I11/2",59,10,17569.,2203.,650.7,0.7,0.0523,19.1
"4G5/2","4I11/2",59,11,17569.,2236.,652.1,0.7,0.0423,23.5
"4G5/2","4I13/2",59,12,17569.,3914.,732.3,0.9,0.00285,350.
"4G5/2","4I13/2",59,13,17569.,3982.,735.9,0.9,0.0231,43.1
"4G5/2","4I13/2",59,14,17569.,4045.,739.,1.,0.0112,88.7
"4G5/2","4I13/2",59,15,17569.,4099.,742.,1.,0.000253,3950.
"4G5/2","4I13/2",59,16,17569.,4127.,743.,1.,0.00193,516.
"4G5/2","4I13/2",59,17,17569.,4217.,748.,1.,0.000243,4090.
"4G5/2","4I13/2",59,18,17569.,4278.,752.,1.,0.000909,1090.
"4G5/2","4I15/2",59,19,17569.,5802.,849.,1.,0.000372,2680.
"4G5/2","4I15/2",59,20,17569.,5871.,854.,1.,0.000746,1330.
"4G5/2","4I15/2",59,21,17569.,5998.,864.,1.,0.00693,144.
"4G5/2","4I15/2",59,22,17569.,6162.,876.,1.,0.00555,180.
"4G5/2","4I15/2",59,23,17569.,6183.,878.,1.,0.00192,519.
"4G5/2","4I15/2",59,24,17569.,6312.,888.,1.,0.0328,30.4
"4G5/2","4I15/2",59,25,17569.,6443.,898.,1.,0.00466,214.
"4G5/2","4I15/2",59,26,17569.,6536.,906.,1.,0.00181,549.
"4G5/2","4F3/2",59,27,17569.,11600.,1675.,5.,0.00131,759.
"4G5/2","4F3/2",59,28,17569.,11643.,1687.,5.,0.00327,305.
"4G5/2","2H9/2",59,29,17569.,12582.,2005.,7.,0.0562,17.7
"4G5/2","4F5/2",59,30,17569.,12600.,2012.,7.,0.0231,43.2
"4G5/2","4F5/2",59,31,17569.,12638.,2027.,7.,0.00103,965.
"4G5/2","4F5/2",59,32,17569.,12685.,2047.,7.,0.0351,28.4
"4G5/2","4F5/2",59,33,17569.,12708.,2057.,7.,0.0122,81.6
"4G5/2","2H9/2",59,34,17569.,12766.,2081.,7.,0.00346,288.
"4G5/2","2H9/2",59,35,17569.,12851.,2119.,8.,0.0104,95.4
"4G5/2","2H9/2",59,36,17569.,12879.,2132.,8.,0.011,90.1
"4G5/2","4F7/2",59,37,17569.,13524.,2470.,10.,0.00662,150.
"4G5/2","4F7/2",59,38,17569.,13593.,2510.,10.,0.00428,233.
"4G5/2","4S3/2",59,39,17569.,13676.,2560.,10.,0.000209,4780.
"4G5/2","4S3/2",59,40,17569.,13685.,2570.,10.,0.0000902,11000.
"4G5/2","4F7/2",59,41,17569.,13692.,2570.,10.,0.000146,6820.
"4G5/2","4F7/2",59,42,17569.,13726.,2600.,10.,0.0363,27.5
"4G5/2","4F9/2",59,43,17569.,14847.,3670.,20.,0.000598,1660.
"4G5/2","4F9/2",59,44,17569.,14867.,3700.,20.,1.52e-6,655000.
"4G5/2","4F9/2",59,45,17569.,14898.,3740.,20.,0.0028,356.
"4G5/2","4F9/2",59,46,17569.,14933.,3790.,20.,0.0179,55.8
"4G5/2","4F9/2",59,47,17569.,14962.,3830.,20.,0.0217,45.8
"4G5/2","2H11/2",59,48,17569.,16029.,6490.,70.,0.00381,262.
"4G5/2","2H11/2",59,49,17569.,16046.,6560.,70.,0.000436,2280.
"4G5/2","2H11/2",59,50,17569.,16052.,6590.,70.,0.000157,6350.
"4G5/2","2H11/2",59,51,17569.,16070.,6670.,80.,1.38e-7,7.21e6
"4G5/2","2H11/2",59,52,17569.,16096.,6780.,80.,0.000498,2000.
"4G5/2","2H11/2",59,53,17569.,16139.,6990.,80.,0.000389,2560.
"4G5/2","4G5/2",59,54,17569.,17304.,37000.,2000.,0.000332,3010.
"4G5/2","4G5/2",59,55,17569.,17323.,40000.,3000.,0.0000141,70400.
"4G5/2","4G5/2",59,56,17569.,17363.,48000.,4000.,0.0000896,11100.
"4G5/2","4G7/2",59,57,17569.,17496.,130000.,30000.,1.36e-6,733000.
"4G5/2","2G7/2",59,58,17569.,17517.,180000.,60000.,9.37e-8,1.06e7
"4G5/2","4I9/2",60,1,17609.,0.,567.8,0.5,0.00625,159.
"4G5/2","4I9/2",60,2,17609.,47.,569.4,0.5,0.0023,433.
"4G5/2","4I9/2",60,3,17609.,149.,572.7,0.6,0.00183,545.
"4G5/2","4I9/2",60,4,17609.,300.,577.7,0.6,0.0000163,61100.
"4G5/2","4I9/2",60,5,17609.,508.,584.7,0.6,0.00212,470.
"4G5/2","4I11/2",60,6,17609.,1975.,639.6,0.7,0.0726,13.7
"4G5/2","4I11/2",60,7,17609.,2038.,642.2,0.7,0.000786,1270.
"4G5/2","4I11/2",60,8,17609.,2081.,643.9,0.7,0.00838,119.
"4G5/2","4I11/2",60,9,17609.,2100.,644.7,0.7,0.00212,470.
"4G5/2","4I11/2",60,10,17609.,2203.,649.1,0.7,0.000184,5430.
"4G5/2","4I11/2",60,11,17609.,2236.,650.5,0.7,7.31e-7,1.36e6
"4G5/2","4I13/2",60,12,17609.,3914.,730.1,0.9,0.0201,49.6
"4G5/2","4I13/2",60,13,17609.,3982.,733.8,0.9,0.00279,357.
"4G5/2","4I13/2",60,14,17609.,4045.,737.2,0.9,0.00133,749.
"4G5/2","4I13/2",60,15,17609.,4099.,740.,1.,0.00252,396.
"4G5/2","4I13/2",60,16,17609.,4127.,741.,1.,0.000688,1450.
"4G5/2","4I13/2",60,17,17609.,4217.,746.,1.,0.0017,584.
"4G5/2","4I13/2",60,18,17609.,4278.,750.,1.,0.00782,127.
"4G5/2","4I15/2",60,19,17609.,5802.,846.,1.,0.000119,8350.
"4G5/2","4I15/2",60,20,17609.,5871.,851.,1.,0.000628,1590.
"4G5/2","4I15/2",60,21,17609.,5998.,861.,1.,0.000158,6290.
"4G5/2","4I15/2",60,22,17609.,6162.,873.,1.,0.00133,751.
"4G5/2","4I15/2",60,23,17609.,6183.,875.,1.,0.000949,1050.
"4G5/2","4I15/2",60,24,17609.,6312.,885.,1.,0.00287,347.
"4G5/2","4I15/2",60,25,17609.,6443.,895.,1.,0.000683,1460.
"4G5/2","4I15/2",60,26,17609.,6536.,903.,1.,0.0206,48.5
"4G5/2","4F3/2",60,27,17609.,11600.,1664.,5.,0.000442,2250.
"4G5/2","4F3/2",60,28,17609.,11643.,1676.,5.,0.00255,390.
"4G5/2","2H9/2",60,29,17609.,12582.,1989.,7.,0.0135,73.6
"4G5/2","4F5/2",60,30,17609.,12600.,1996.,7.,0.0206,48.5
"4G5/2","4F5/2",60,31,17609.,12638.,2011.,7.,0.012,82.6
"4G5/2","4F5/2",60,32,17609.,12685.,2030.,7.,0.000246,4050.
"4G5/2","4F5/2",60,33,17609.,12708.,2040.,7.,0.0221,45.
"4G5/2","2H9/2",60,34,17609.,12766.,2064.,7.,0.00181,551.
"4G5/2","2H9/2",60,35,17609.,12851.,2101.,8.,0.0165,60.2
"4G5/2","2H9/2",60,36,17609.,12879.,2114.,8.,0.0022,452.
"4G5/2","4F7/2",60,37,17609.,13524.,2440.,10.,0.0271,36.8
"4G5/2","4F7/2",60,38,17609.,13593.,2480.,10.,0.00874,114.
"4G5/2","4S3/2",60,39,17609.,13676.,2540.,10.,0.0194,51.3
"4G5/2","4S3/2",60,40,17609.,13685.,2540.,10.,0.00769,129.
"4G5/2","4F7/2",60,41,17609.,13692.,2550.,10.,0.00994,100.
"4G5/2","4F7/2",60,42,17609.,13726.,2570.,10.,0.000471,2120.
"4G5/2","4F9/2",60,43,17609.,14847.,3620.,20.,0.00458,218.
"4G5/2","4F9/2",60,44,17609.,14867.,3640.,20.,3.1e-6,322000.
"4G5/2","4F9/2",60,45,17609.,14898.,3680.,20.,0.0125,79.5
"4G5/2","4F9/2",60,46,17609.,14933.,3730.,20.,0.0000589,16900.
"4G5/2","4F9/2",60,47,17609.,14962.,3770.,20.,0.00207,482.
"4G5/2","2H11/2",60,48,17609.,16029.,6320.,70.,0.000778,1280.
"4G5/2","2H11/2",60,49,17609.,16046.,6390.,70.,0.000295,3380.
"4G5/2","2H11/2",60,50,17609.,16052.,6420.,70.,0.00126,791.
"4G5/2","2H11/2",60,51,17609.,16070.,6490.,70.,0.00185,539.
"4G5/2","2H11/2",60,52,17609.,16096.,6610.,80.,0.00209,477.
"4G5/2","2H11/2",60,53,17609.,16139.,6800.,80.,0.00108,925.
"4G5/2","4G5/2",60,54,17609.,17304.,32000.,1000.,0.0000667,14900.
"4G5/2","4G5/2",60,55,17609.,17323.,34000.,2000.,0.00131,761.
"4G5/2","4G5/2",60,56,17609.,17363.,40000.,3000.,0.000011,90600.
"4G5/2","4G7/2",60,57,17609.,17496.,80000.,10000.,9.52e-6,104000.
"4G5/2","2G7/2",60,58,17609.,17517.,100000.,20000.,0.0000126,79100.
"4G5/2","4G5/2",60,59,17609.,17569.,200000.,100000.,4.22e-8,2.36e7
"4G7/2","4I9/2",61,1,19141.,0.,522.4,0.5,0.00103,970.
"4G7/2","4I9/2",61,2,19141.,47.,523.7,0.5,0.00601,166.
"4G7/2","4I9/2",61,3,19141.,149.,526.5,0.5,0.0163,60.9
"4G7/2","4I9/2",61,4,19141.,300.,530.7,0.5,0.0000955,10400.
"4G7/2","4I9/2",61,5,19141.,508.,536.6,0.5,0.068,14.6
"4G7/2","4I11/2",61,6,19141.,1975.,582.5,0.6,0.0000285,35000.
"4G7/2","4I11/2",61,7,19141.,2038.,584.6,0.6,0.0128,77.9
"4G7/2","4I11/2",61,8,19141.,2081.,586.1,0.6,0.00267,373.
"4G7/2","4I11/2",61,9,19141.,2100.,586.8,0.6,0.0000332,30000.
"4G7/2","4I11/2",61,10,19141.,2203.,590.3,0.6,0.026,38.4
"4G7/2","4I11/2",61,11,19141.,2236.,591.5,0.6,0.00915,109.
"4G7/2","4I13/2",61,12,19141.,3914.,656.7,0.7,1.78e-7,5.61e6
"4G7/2","4I13/2",61,13,19141.,3982.,659.6,0.7,0.000148,6730.
"4G7/2","4I13/2",61,14,19141.,4045.,662.4,0.8,0.0169,59.1
"4G7/2","4I13/2",61,15,19141.,4099.,664.8,0.8,4.11e-7,2.43e6
"4G7/2","4I13/2",61,16,19141.,4127.,666.,0.8,0.000146,6800.
"4G7/2","4I13/2",61,17,19141.,4217.,670.,0.8,0.00107,934.
"4G7/2","4I13/2",61,18,19141.,4278.,672.7,0.8,0.0000728,13700.
"4G7/2","4I15/2",61,19,19141.,5802.,749.,1.,0.000493,2020.
"4G7/2","4I15/2",61,20,19141.,5871.,753.,1.,0.000401,2490.
"4G7/2","4I15/2",61,21,19141.,5998.,760.,1.,0.000107,9280.
"4G7/2","4I15/2",61,22,19141.,6162.,770.,1.,0.00162,616.
"4G7/2","4I15/2",61,23,19141.,6183.,771.,1.,0.00106,939.
"4G7/2","4I15/2",61,24,19141.,6312.,779.,1.,0.000623,1600.
"4G7/2","4I15/2",61,25,19141.,6443.,787.,1.,0.0000425,23500.
"4G7/2","4I15/2",61,26,19141.,6536.,793.,1.,0.0000627,15900.
"4G7/2","4F3/2",61,27,19141.,11600.,1326.,3.,0.00189,527.
"4G7/2","4F3/2",61,28,19141.,11643.,1333.,3.,0.00534,187.
"4G7/2","2H9/2",61,29,19141.,12582.,1524.,4.,0.0369,27.
"4G7/2","4F5/2",61,30,19141.,12600.,1528.,4.,0.0252,39.5
"4G7/2","4F5/2",61,31,19141.,12638.,1537.,4.,0.00609,164.
"4G7/2","4F5/2",61,32,19141.,12685.,1548.,4.,0.000603,1650.
"4G7/2","4F5/2",61,33,19141.,12708.,1554.,4.,0.00782,127.
"4G7/2","2H9/2",61,34,19141.,12766.,1568.,4.,0.0393,25.3
"4G7/2","2H9/2",61,35,19141.,12851.,1589.,4.,0.00858,116.
"4G7/2","2H9/2",61,36,19141.,12879.,1596.,4.,0.000457,2180.
"4G7/2","4F7/2",61,37,19141.,13524.,1780.,5.,0.0656,15.2
"4G7/2","4F7/2",61,38,19141.,13593.,1802.,5.,0.07,14.2
"4G7/2","4S3/2",61,39,19141.,13676.,1829.,6.,0.00145,684.
"4G7/2","4S3/2",61,40,19141.,13685.,1832.,6.,0.00347,287.
"4G7/2","4F7/2",61,41,19141.,13692.,1835.,6.,0.00639,156.
"4G7/2","4F7/2",61,42,19141.,13726.,1846.,6.,0.0077,129.
"4G7/2","4F9/2",61,43,19141.,14847.,2329.,9.,0.000338,2950.
"4G7/2","4F9/2",61,44,19141.,14867.,2330.,10.,0.00115,864.
"4G7/2","4F9/2",61,45,19141.,14898.,2350.,10.,0.0000556,17900.
"4G7/2","4F9/2",61,46,19141.,14933.,2370.,10.,0.000255,3920.
"4G7/2","4F9/2",61,47,19141.,14962.,2390.,10.,2.43e-6,410000.
"4G7/2","2H11/2",61,48,19141.,16029.,3210.,10.,0.00212,470.
"4G7/2","2H11/2",61,49,19141.,16046.,3230.,10.,0.00128,777.
"4G7/2","2H11/2",61,50,19141.,16052.,3230.,10.,0.0000111,89400.
"4G7/2","2H11/2",61,51,19141.,16070.,3250.,10.,0.00148,671.
"4G7/2","2H11/2",61,52,19141.,16096.,3280.,10.,0.000183,5430.
"4G7/2","2H11/2",61,53,19141.,16139.,3330.,20.,0.000165,6020.
"4G7/2","4G5/2",61,54,19141.,17304.,5440.,50.,0.0442,22.5
"4G7/2","4G5/2",61,55,19141.,17323.,5500.,50.,0.00404,246.
"4G7/2","4G5/2",61,56,19141.,17363.,5620.,50.,0.0348,28.6
"4G7/2","4G7/2",61,57,19141.,17496.,6070.,60.,0.0012,832.
"4G7/2","2G7/2",61,58,19141.,17517.,6150.,60.,0.00182,546.
"4G7/2","4G5/2",61,59,19141.,17569.,6360.,70.,0.00962,103.
"4G7/2","4G5/2",61,60,19141.,17609.,6520.,70.,0.000713,1400.
"4G7/2","4I9/2",62,1,19250.,0.,519.4,0.4,0.00183,545.
"4G7/2","4I9/2",62,2,19250.,47.,520.7,0.4,0.00789,126.
"4G7/2","4I9/2",62,3,19250.,149.,523.5,0.5,0.00225,444.
"4G7/2","4I9/2",62,4,19250.,300.,527.7,0.5,0.000299,3340.
"4G7/2","4I9/2",62,5,19250.,508.,533.5,0.5,0.00249,400.
"4G7/2","4I11/2",62,6,19250.,1975.,578.8,0.6,0.000124,8010.
"4G7/2","4I11/2",62,7,19250.,2038.,580.9,0.6,0.00158,629.
"4G7/2","4I11/2",62,8,19250.,2081.,582.4,0.6,0.00211,472.
"4G7/2","4I11/2",62,9,19250.,2100.,583.,0.6,0.00331,301.
"4G7/2","4I11/2",62,10,19250.,2203.,586.6,0.6,0.000311,3210.
"4G7/2","4I11/2",62,11,19250.,2236.,587.7,0.6,0.00128,776.
"4G7/2","4I13/2",62,12,19250.,3914.,652.,0.7,0.000122,8180.
"4G7/2","4I13/2",62,13,19250.,3982.,654.9,0.7,0.0000171,58400.
"4G7/2","4I13/2",62,14,19250.,4045.,657.6,0.7,0.00799,125.
"4G7/2","4I13/2",62,15,19250.,4099.,660.,0.8,0.00283,352.
"4G7/2","4I13/2",62,16,19250.,4127.,661.2,0.8,0.0000408,24500.
"4G7/2","4I13/2",62,17,19250.,4217.,665.1,0.8,0.000254,3920.
"4G7/2","4I13/2",62,18,19250.,4278.,667.8,0.8,0.000927,1070.
"4G7/2","4I15/2",62,19,19250.,5802.,743.,1.,0.000164,6090.
"4G7/2","4I15/2",62,20,19250.,5871.,747.,1.,6.63e-6,150000.
"4G7/2","4I15/2",62,21,19250.,5998.,754.,1.,0.00197,506.
"4G7/2","4I15/2",62,22,19250.,6162.,764.,1.,0.000135,7400.
"4G7/2","4I15/2",62,23,19250.,6183.,765.,1.,0.000122,8140.
"4G7/2","4I15/2",62,24,19250.,6312.,772.,1.,0.000924,1080.
"4G7/2","4I15/2",62,25,19250.,6443.,780.,1.,0.00405,246.
"4G7/2","4I15/2",62,26,19250.,6536.,786.,1.,0.00128,779.
"4G7/2","4F3/2",62,27,19250.,11600.,1307.,3.,0.00378,264.
"4G7/2","4F3/2",62,28,19250.,11643.,1314.,3.,0.00996,100.
"4G7/2","2H9/2",62,29,19250.,12582.,1499.,4.,0.00267,374.
"4G7/2","4F5/2",62,30,19250.,12600.,1503.,4.,0.0078,128.
"4G7/2","4F5/2",62,31,19250.,12638.,1512.,4.,0.00604,165.
"4G7/2","4F5/2",62,32,19250.,12685.,1523.,4.,0.000755,1320.
"4G7/2","4F5/2",62,33,19250.,12708.,1528.,4.,0.15,6.62
"4G7/2","2H9/2",62,34,19250.,12766.,1542.,4.,0.0123,80.9
"4G7/2","2H9/2",62,35,19250.,12851.,1562.,4.,0.00486,205.
"4G7/2","2H9/2",62,36,19250.,12879.,1569.,4.,0.00835,119.
"4G7/2","4F7/2",62,37,19250.,13524.,1746.,5.,0.0511,19.5
"4G7/2","4F7/2",62,38,19250.,13593.,1767.,5.,0.017,58.7
"4G7/2","4S3/2",62,39,19250.,13676.,1794.,5.,0.0159,62.8
"4G7/2","4S3/2",62,40,19250.,13685.,1796.,5.,0.0043,232.
"4G7/2","4F7/2",62,41,19250.,13692.,1799.,5.,0.0279,35.7
"4G7/2","4F7/2",62,42,19250.,13726.,1810.,6.,0.000176,5680.
"4G7/2","4F9/2",62,43,19250.,14847.,2271.,9.,0.00269,371.
"4G7/2","4F9/2",62,44,19250.,14867.,2281.,9.,0.000237,4210.
"4G7/2","4F9/2",62,45,19250.,14898.,2297.,9.,0.00163,612.
"4G7/2","4F9/2",62,46,19250.,14933.,2316.,9.,0.0000674,14800.
"4G7/2","4F9/2",62,47,19250.,14962.,2331.,9.,7.06e-6,141000.
"4G7/2","2H11/2",62,48,19250.,16029.,3100.,10.,0.0018,554.
"4G7/2","2H11/2",62,49,19250.,16046.,3120.,10.,0.00679,147.
"4G7/2","2H11/2",62,50,19250.,16052.,3120.,10.,0.0043,232.
"4G7/2","2H11/2",62,51,19250.,16070.,3140.,10.,0.0000243,40900.
"4G7/2","2H11/2",62,52,19250.,16096.,3170.,10.,0.000323,3080.
"4G7/2","2H11/2",62,53,19250.,16139.,3210.,10.,0.0000675,14800.
"4G7/2","4G5/2",62,54,19250.,17304.,5130.,40.,0.0413,24.1
